#Table1
u,g,r,i,z,subClass
22.08988,21.14465,20.17442,19.93761,19.77498,K3
22.54311,20.51983,19.52793,19.12941,18.92032,K3
18.91403,17.11559,16.40293,16.09994,15.94331,F9
16.74591,15.66018,15.35769,15.23466,15.2071,F5
17.76427,16.85752,16.47419,16.32087,16.2643,F5
19.29687,17.91267,17.27811,17.04374,16.88151,F9
19.10841,17.36545,16.72496,16.50451,16.42111,K1
15.60959,14.53949,14.227,16.74809,14.1168,F5
16.4654,15.15149,14.61926,15.02072,14.34441,F9
18.10942,17.1296,16.8127,16.68574,16.64428,F5
16.59454,15.4607,15.244,15.16574,15.17459,F5
19.99158,18.8031,18.8165,18.86995,18.91372,A0
17.61225,16.15595,15.57941,15.36128,15.25677,F9
21.01944,19.83441,19.40887,19.23611,19.2866,G2
20.4046,19.0641,18.52594,18.29742,18.18208,F9
18.48058,17.03573,16.37035,16.10338,15.95146,F9
16.89161,15.6209,15.51382,15.50717,15.54063,A0
17.46395,16.40084,16.09644,15.97163,15.95751,F5
18.22736,17.23591,16.95671,16.84112,16.79849,F5
25.69162,23.5511,22.06286,19.44007,18.10351,M7
17.94687,16.71907,16.24556,16.04183,15.95753,F9
16.16466,15.07607,14.78245,14.68339,14.66883,F5
17.58954,16.64686,16.29733,16.16792,16.13432,F5
22.08754,18.92624,17.31707,16.06671,15.36969,M3
18.02321,16.38239,15.78967,15.58764,15.50242,F9
17.0769,15.68583,15.13896,14.93863,14.85245,F9
19.47488,17.87274,17.26907,17.03217,16.88399,K1
19.3809,18.50934,18.20508,18.08453,18.01892,F5
18.48834,17.53815,17.24631,17.14168,17.09045,A0
19.58228,18.20207,17.58701,17.32081,17.16888,G2
20.01594,18.92626,19.11109,19.32591,19.51607,A0
23.54116,23.8898,22.16377,19.34727,17.77767,M7
24.62353,21.30732,20.45753,19.71758,19.18798,M3
19.6717,18.21393,17.64721,17.41534,17.32405,F9
20.32705,17.94556,16.46557,14.93037,14.09196,M4
17.51929,15.98294,15.3943,15.16985,15.07016,F9
16.03475,14.98765,14.76072,14.70076,14.72025,F5
17.72303,16.61733,16.39226,16.33967,16.32628,F5
19.83948,18.01658,17.28057,16.99871,16.86562,K3
17.29904,15.80996,15.22515,15.02583,14.919,F9
21.0887,20.68329,20.22729,19.79943,19.73399,L5.5
15.53841,14.87975,15.18228,15.40137,15.60097,A0p
16.32153,15.20884,14.95835,14.87527,14.89051,F5
19.52799,18.14162,17.51562,17.30324,17.13609,F9
24.32015,23.04895,21.41331,19.45121,18.42826,M6
19.83821,18.70511,18.77428,18.8057,18.88915,A0
23.58713,22.05815,20.4171,18.62688,17.6216,M5
19.54545,18.08877,17.55414,17.35137,17.29662,F9
19.80723,18.80892,18.35179,18.05066,17.80502,F5
25.91708,21.52629,19.93146,18.7881,18.11316,M2
22.52882,20.02689,18.65235,18.0941,17.80622,K7
24.84238,23.10657,21.67357,20.20702,19.33003,M4
18.49003,17.40244,17.02237,16.8949,16.80099,G2
22.96971,20.1888,18.64111,17.77806,17.30731,M1
25.73883,22.94146,21.08182,19.75153,19.13396,M4
18.95398,17.81199,17.52168,17.41544,17.38243,F5
18.12872,16.9691,16.74176,16.66112,16.66815,A0
20.69646,19.85967,19.64214,19.54599,19.57058,A0
18.89181,17.68795,17.17791,16.96477,16.88038,G0
18.57732,17.09192,16.41175,16.12729,15.96216,F9
15.93501,14.73359,14.63408,14.64339,14.68601,A0
19.8311,18.40454,17.66308,17.38853,17.37411,F9
24.76469,20.56426,19.62951,19.27407,19.02731,K3
25.13437,21.23687,20.27337,19.99315,19.60834,K3
19.76532,18.74032,18.47894,18.34349,18.38094,A0
21.80446,19.2955,17.97744,17.30705,16.96045,M0
26.3383,23.27864,21.98044,20.14738,19.53995,M4
19.50941,18.57431,18.15904,17.98825,17.94233,F5
19.77354,18.91651,18.6778,18.60112,18.59067,A0
17.96752,18.04781,18.30311,18.59549,18.87314,OB
20.88291,18.59358,17.53001,17.12603,16.88017,K5
18.47256,17.21029,16.74216,16.58691,16.52368,F9
20.85361,19.66807,19.11855,18.94115,18.90353,G2
18.99355,19.07289,19.46018,19.84502,20.08072,WD
19.48684,18.38501,17.93536,17.73178,17.67572,F2
20.74129,19.42595,18.91143,18.73456,18.64689,F9
21.166,19.78188,19.22485,19.01117,18.95153,G2
22.87275,21.42802,19.72218,17.43022,16.16906,M6
23.67987,23.29151,21.58735,19.5308,18.47559,M6
18.85612,17.71199,17.29044,17.16206,17.08145,G2
22.94288,21.14063,19.72384,19.07786,18.71799,M0
22.54195,19.9104,18.47202,17.69679,17.22434,M1
24.51635,23.10757,21.19792,20.22515,19.67409,M1
19.18423,17.87634,17.33414,17.12113,17.01458,F9
19.10886,18.09971,17.73866,17.6139,17.59178,F5
22.30712,19.80402,18.68677,18.28329,18.02801,K5
19.88151,18.94507,18.74358,18.69364,18.69837,A0
22.347,20.18449,19.11189,18.51645,18.05792,K7
17.38917,16.32045,15.93378,15.77352,15.69961,F5
26.56863,22.339,21.1206,20.29096,20.20976,M1
22.94694,21.06124,20.46987,20.25878,20.15132,T2
19.03461,18.59218,18.68291,18.75515,18.78313,WD
22.73454,21.23777,20.60165,20.32612,20.02393,K1
23.16023,22.33687,20.7452,18.79999,17.64784,M5
25.28579,21.43433,20.41398,20.17341,20.03972,G5
19.84078,18.82016,18.35866,18.17552,18.12144,F2
20.87104,19.22278,18.55688,18.26804,18.04845,K1
17.95508,17.00509,16.70889,16.58295,16.53676,A0
21.41096,20.06804,19.43756,19.15422,19.03782,G0
20.55873,19.28732,19.30817,19.3701,19.42871,A0
19.90736,18.52404,17.97048,17.76426,17.64466,F9
19.99518,19.69057,19.94296,20.2663,20.55709,WD
21.1221,18.91345,17.9978,17.64728,17.44284,K5
23.31516,21.59616,20.01006,18.06394,17.01284,M6
24.01132,21.16102,19.51533,18.05294,17.29351,M4
23.12712,22.13055,20.40138,18.95097,18.0898,M4
18.23699,17.094,16.72368,16.60102,16.55336,F5
22.26373,19.99796,18.80294,18.47187,18.28011,Carbon_lines
22.56459,20.46848,19.72599,19.48138,19.12134,G5
18.76849,18.26591,18.24396,18.31153,18.39433,WD
17.45583,16.41505,16.65972,16.86004,16.95675,A0
21.43275,20.02591,19.35266,19.04048,18.85942,K1
24.10079,22.8669,21.31779,19.20975,17.98725,M6
25.47012,22.4453,21.21443,19.23876,18.2377,M6
25.37846,22.04605,20.54595,19.73061,19.239,M0
20.11395,20.05844,20.35775,20.74096,20.68487,WD
22.7149,19.83223,18.49046,17.91045,17.58799,K7
20.42055,19.3259,18.79503,18.57069,18.48879,F5
21.51848,20.28966,19.72894,19.46687,19.35017,F9
16.97014,16.01297,15.6381,15.49298,15.42149,F5
20.10481,18.61897,18.0159,17.79089,17.70877,F9
19.26557,17.84567,17.31689,17.12018,17.04432,F9
22.34756,19.7828,18.67265,18.28873,17.99644,K5
16.59815,15.40933,14.98882,14.83603,14.77267,G2
21.62225,20.0345,19.37079,19.11353,18.92113,F9
18.85917,17.7192,17.21364,16.94154,16.83422,G0
17.96092,16.41512,15.77505,15.49425,15.35763,F9
20.01159,19.41847,19.1624,19.09522,19.0795,CV
23.16217,20.47853,19.17294,18.48694,18.08881,M0
24.60876,21.33006,19.83224,18.67573,18.0044,M2
22.00172,19.3168,17.93131,16.98205,16.49603,M2
23.23407,20.47154,19.65344,19.29689,19.06097,K3
21.93429,20.48624,19.83227,19.57701,19.48873,K1
22.14165,20.59681,19.71601,19.40098,19.1819,K3
16.33127,14.74181,14.09616,14.15617,13.73975,F9
21.32011,20.08876,19.62756,19.44401,19.36157,G2
22.74602,20.61212,19.89968,19.5304,19.62417,K1
22.35607,20.18924,19.28112,18.91626,18.72315,K3
20.5271,18.42532,17.52784,17.1598,16.92138,K3
24.00169,21.13778,20.34895,19.96634,19.7469,K3
22.68997,19.8206,18.72223,18.31173,18.12257,K5
20.64275,19.01668,18.25263,17.98388,17.74459,K3
20.96705,18.50023,17.8707,17.74363,17.46494,F9
24.76231,20.75581,19.61895,19.16522,18.89555,K3
17.62942,16.59259,16.17794,15.9919,15.9029,A0
24.03082,21.29895,19.863,18.4926,18.41128,M4
18.94292,17.8223,17.42641,17.26434,17.19258,F5
23.86387,21.86262,20.44473,19.4029,18.9396,M2
24.17287,20.66939,19.42107,19.10702,18.87474,K5
24.43956,21.39456,19.98077,19.2729,18.84995,M0
22.25988,20.15408,18.68643,17.59821,17.00782,M2
20.50122,18.50437,17.71178,17.40343,17.2135,K3
18.71621,17.48195,16.97194,16.79976,16.71964,F9
18.34264,16.84949,16.28306,16.22218,15.95256,F9
25.46216,22.61679,21.00921,19.98191,19.86834,M2
17.85132,16.62851,16.53247,16.5321,16.54686,A0
23.61432,22.68818,21.03518,19.83378,18.84301,M4
20.42493,18.67424,17.94274,17.67631,17.52344,K1
20.69057,19.3423,19.31968,19.41552,19.586,A0
20.33768,17.7789,16.69667,16.24084,16.0142,K5
17.29088,16.01846,15.55514,15.39771,15.32977,F9
20.88065,18.47251,17.38051,16.97379,16.70795,K5
25.04181,22.51864,21.01433,19.7438,19.29211,M3
18.69019,16.48962,15.5938,15.29926,15.15768,K3
25.11935,21.02101,20.06755,19.75065,19.40347,K5
23.14144,20.64161,19.89537,19.51693,19.23941,K3
19.62479,18.33458,17.79284,17.58043,17.49831,F9
25.66509,21.4271,20.32458,19.9558,19.76481,K3
17.27341,15.84706,15.32402,15.14649,15.08599,F9
20.88074,19.73615,19.20917,19.01971,18.98427,F9
21.02192,18.55864,17.2648,16.67725,16.35361,K7
21.84797,19.30002,17.80851,17.08299,21.4638,M0
23.23026,20.49214,19.33167,18.84816,18.56856,K7
23.92781,23.21728,21.37,18.93444,17.22771,M9
20.24639,17.51498,16.08288,15.13582,14.60309,M2
20.30198,19.12573,18.58329,18.35584,18.27475,F9
22.25228,18.84848,17.26693,15.60241,14.69657,M4
22.27853,20.47756,19.046,17.49929,16.65574,M4
23.88055,21.6905,20.14018,18.71642,17.90992,M4
22.07301,19.75103,18.38618,17.74594,17.37235,M0
20.45358,17.75005,16.29036,15.60877,15.23703,M0
24.77132,21.12688,20.32156,20.0058,19.83517,K3
23.12082,19.99537,18.64327,18.04247,17.75448,K7
23.60577,20.61119,19.16531,18.32936,17.84193,M1
20.35398,19.44312,19.13075,19.01672,18.94615,F5
22.71671,19.99736,18.35266,16.36946,15.31954,M5
21.25381,19.57295,18.89121,18.62307,18.41289,K1
20.83084,19.05152,18.38345,18.14971,18.03469,K1
22.34474,19.59241,18.25179,17.61944,17.24437,M0
20.93609,18.30069,16.84802,15.47823,14.76112,M3
24.20634,21.76026,20.27938,18.39279,17.40577,M5
19.36884,19.00931,19.20676,19.49302,19.6785,WD
25.78826,23.71997,21.83903,19.44392,18.18655,M6
19.56752,19.46063,19.76771,20.0747,20.68344,WD
20.01472,18.89915,18.5025,18.37452,18.31332,F2
20.80039,20.05766,19.72415,19.58512,19.50908,F5
24.63522,20.9919,20.03825,19.7236,19.53907,K3
17.9935,16.74678,16.4876,16.40492,16.35077,F5
24.32574,22.8946,21.214,19.18367,18.0194,M6
19.71091,18.88326,18.56094,18.46755,18.44477,F5
24.39319,21.37165,20.51855,20.16945,20.14749,K5
19.72731,18.80073,18.55896,18.46974,18.37925,F5
20.49378,18.55269,17.84,17.61185,17.46038,K1
24.00519,20.5612,19.74826,19.39866,19.2727,K3
18.39599,17.47512,17.19397,17.0863,17.07272,F5
18.69595,17.64116,17.20704,17.00788,16.95647,G0
24.2362,22.93655,21.19793,19.38322,18.31689,M5
20.33826,18.48957,17.8395,17.60902,17.51422,K1
17.40067,15.85043,15.30958,15.13506,15.07075,F9
20.6001,19.31633,18.81776,18.59012,18.54844,F9
23.01992,21.11222,19.59337,18.50463,17.94372,M2
18.70052,17.29707,16.7936,16.58783,16.53409,F9
15.49339,14.55477,14.30807,14.77772,14.24072,F5
17.85879,16.61343,16.7993,16.91205,16.98963,A0
16.73815,15.70003,15.36039,15.22131,15.18179,F5
17.05519,15.5925,15.05213,14.85419,14.77429,F9
19.20447,18.12248,18.04812,17.93658,18.10892,A0
24.42903,21.10754,20.35537,20.04492,19.96119,L4
24.49879,22.04648,20.31108,18.40996,17.33527,M5
17.53343,16.51119,16.19435,16.09257,16.08237,F5
18.12237,17.68051,17.63001,17.65646,17.75706,CV
20.50062,20.29713,20.71774,20.94543,21.15433,WD
23.63916,21.31693,19.72919,17.81361,16.75115,M5
20.40295,20.11028,20.16347,19.5584,18.94586,M3
18.86875,18.97478,19.33151,19.64774,19.97241,OB
19.4764,18.31108,17.87411,17.71034,17.64756,G0
18.21561,17.29369,17.04027,16.95883,16.95768,F5
18.45076,16.65871,15.98258,15.75383,15.62625,K1
18.3625,17.1998,17.16508,17.20786,17.27279,A0
18.67251,17.42856,16.97639,16.79294,16.70954,G2
15.98249,14.75648,14.39961,14.28662,14.29278,G2
17.33517,16.38607,16.12445,16.02568,16.01691,F5
18.02923,16.64466,16.15484,15.97857,15.92508,F9
21.26953,19.63355,18.94719,18.6972,18.48915,K1
19.36642,18.3936,18.06859,17.9727,17.93085,F5
20.97542,20.06991,19.54459,19.40398,19.30915,G2
20.22556,18.61935,18.06518,17.84923,17.74965,F9
18.04994,16.79048,16.9427,17.06009,17.11569,A0
20.67852,18.74139,18.00936,17.74236,17.61933,K3
20.21135,19.1349,19.18907,19.23138,19.37114,A0
20.25035,19.34329,19.03203,18.96485,19.01774,F5
16.95883,15.42772,14.89048,14.6983,14.62537,F9
19.05485,17.55346,17.00289,16.80421,16.70703,F9
16.89596,15.50888,15.02675,14.85013,14.79545,F9
18.80112,17.5359,17.0052,16.785,16.69278,F9
20.68705,19.68819,19.23743,19.10262,19.06422,F5
19.5424,18.05131,17.48909,17.28144,17.18704,F9
21.10815,19.84904,19.22609,18.92735,18.73841,F9
20.05661,18.47766,17.84735,17.60288,17.4921,F9
20.43187,19.61689,19.2753,19.12476,19.06064,F5
20.3124,19.27691,18.82375,18.60071,18.48031,F5
21.12507,19.11147,18.36582,18.07686,17.91219,K3
24.46455,20.59637,19.53273,18.52188,18.29188,M1
24.64247,23.12124,21.72865,20.23226,19.79246,M3
20.04861,18.9763,18.46017,18.31453,18.15125,F9
18.16438,16.26932,15.54501,15.27544,15.14052,K1
17.09804,15.73299,15.14997,14.90348,14.77386,F2
21.57667,20.68684,20.16111,19.90633,19.77889,G2
20.88066,19.54385,19.07303,18.90897,18.77862,F9
19.7121,18.82092,18.59267,18.5269,18.57224,A0
20.89607,19.80274,19.6022,19.52422,19.43036,F5
19.91518,18.61329,18.14355,18.01062,17.94277,F9
20.3269,19.34068,18.99731,18.84333,18.77397,G0
24.25017,21.04011,20.15939,19.82713,19.71079,G5
23.90392,20.98563,20.28242,19.90936,19.57948,K3
16.89467,15.90026,15.48353,15.29541,15.21035,F5
18.50604,17.19865,16.7047,16.52622,16.42223,G2
22.99199,21.19949,20.40569,20.10021,20.07203,K1
19.6809,18.63401,18.87715,19.03824,19.2509,A0
20.32176,19.52918,19.23104,19.10647,19.00349,A0
18.30787,17.24501,16.82951,16.69544,16.63857,F2
16.78442,15.15961,14.60597,14.4453,14.39037,F9
19.13412,18.09978,17.92978,17.88295,17.94983,A0
19.99221,18.92779,18.50655,18.30273,18.20722,G2
19.18263,18.23332,17.8688,17.6737,17.60682,F5
26.94107,22.62299,21.61261,19.84258,19.15182,M4
18.98979,17.89485,17.51328,17.4081,17.42052,F2
20.42487,20.16373,20.11323,20.1925,20.25141,A0
18.97738,16.85776,16.04286,15.76197,15.60684,K3
20.12392,18.62841,18.04135,17.81071,17.69081,F9
25.22184,22.07468,20.60246,18.759,17.65172,M6
25.13202,22.76716,21.24404,18.97676,17.71796,M7
20.50591,18.82342,18.16539,17.90548,17.7529,K1
20.52191,19.48232,19.26363,19.18147,19.18895,F5
19.09388,18.19601,17.81506,17.69579,17.61502,G0
20.65196,19.35124,18.84321,18.6034,18.51956,F9
20.80241,19.68541,19.68716,19.6777,19.69213,A0
20.25773,18.59001,17.98925,17.78906,17.73316,K1
17.66583,16.10205,15.50505,15.30557,15.20592,F9
24.3515,21.10637,20.24517,19.95994,19.80858,K1
16.90374,15.63135,15.21177,15.04461,14.97667,F5
17.79598,16.835,16.41836,16.24317,16.16816,F5
20.24106,19.37504,18.99478,18.85995,18.77163,F5
20.45905,19.51365,19.33026,19.19549,19.09017,A0
17.5543,16.53421,16.22449,16.1183,16.11642,F5
17.8635,16.65982,16.21545,16.0416,15.98109,F9
17.85881,16.81367,16.45073,16.32153,16.30706,F5
18.13093,16.15028,15.36526,15.08517,14.95397,K3
18.35003,17.01615,16.46172,16.22859,16.13735,G2
21.52538,19.91067,19.36862,19.16302,19.07895,F9
20.65301,19.90882,19.65121,19.52065,19.33596,F5
20.54601,19.62313,19.29979,19.16981,19.05125,F5
18.75744,17.77001,17.40044,17.252,17.21083,F5
18.67587,17.72985,17.45792,17.33792,17.31269,F5
17.88906,16.95074,16.65606,16.53911,16.54269,F5
17.76364,16.78524,16.51376,16.40666,16.38176,F5
16.03405,14.67172,14.12675,13.86391,13.73692,F5
18.7601,17.2462,16.68654,16.44582,16.35695,F9
18.95877,17.50233,17.0038,16.82561,16.79656,F9
19.05611,17.65079,17.05458,16.86543,16.76389,F9
21.6365,20.2096,19.63148,19.32985,19.13995,F9
19.42222,19.76476,20.16141,20.46404,20.79904,O
20.66927,20.11495,20.27699,20.49878,20.58252,WD
17.66067,17.62048,17.95863,18.25415,18.50808,WD
20.46457,19.49936,19.14631,19.05278,18.99008,F5
25.22006,21.20967,19.41801,18.48579,17.89244,M0V
22.95431,21.24368,20.08272,19.64264,19.79021,K5
18.34433,17.15653,17.21903,17.31628,17.43861,A0
16.62081,15.62797,15.2794,15.17404,15.21006,F5
18.86629,17.30835,16.67183,16.39354,16.26833,F9
20.31201,19.52063,19.18235,19.08113,19.01845,F5
19.81931,18.89007,18.59314,18.48397,18.4733,F5
23.9764,22.42741,20.97514,19.13618,18.08932,M5
21.08155,20.1476,19.9397,19.89605,19.82584,F5
20.19168,19.28605,18.92782,18.78861,18.69915,F5
23.72492,22.84097,21.07448,19.17805,18.08329,M5
19.04412,17.87622,17.88896,17.94213,18.03523,A0
20.46228,19.44932,19.21939,19.07413,19.11399,F5
20.49501,19.5222,19.25584,19.13022,19.29285,A0
20.65827,20.15784,20.29326,20.36232,20.80074,WD
22.32067,20.05316,18.74205,18.28089,17.98154,K7
23.36738,22.06406,20.37741,18.52133,17.4864,M5
24.65895,21.62704,20.03759,17.95377,16.84187,M5
20.8223,20.50253,20.57358,20.56952,20.89063,M3
20.38684,19.87968,19.95926,20.0282,20.00386,WD
20.20087,18.22403,17.51183,17.24744,17.08136,K1
17.44,16.49648,16.24091,16.14083,16.08615,F5
19.02781,17.54673,16.99783,16.75126,16.62716,F9
18.96712,17.97631,17.69748,17.57036,17.54017,F5
17.91416,16.32849,15.67508,15.42284,15.26349,K1
19.01852,19.07464,19.3264,19.519,19.63577,OB
21.49826,18.62246,17.22141,16.57613,15.94481,M1
17.73579,16.6547,16.28872,16.17036,16.12519,F5
18.93657,17.76575,17.32153,17.17787,17.11163,G2
16.36317,15.03204,14.51376,14.32429,14.24205,F9
18.40587,17.51794,17.27273,17.19148,17.16774,A0
19.51562,18.03332,17.47111,17.26636,17.1506,F9
19.4585,17.97915,17.41568,17.22617,17.10797,F9
17.41788,15.84098,15.20778,14.95309,14.78529,F9
16.996,15.72461,15.70764,15.76215,15.83161,A0
19.11184,18.00635,17.76188,17.63397,17.65887,F5
17.7019,16.76073,16.48746,16.38173,16.33654,F5
18.90592,17.46608,16.85369,16.58687,16.41878,G2
18.15079,16.77761,16.2215,16.02345,15.91957,F9
19.80651,17.73356,16.87996,16.48413,16.23371,K5
20.13965,18.23115,17.51493,17.21695,17.04584,K3
18.63032,17.23437,16.72749,16.51772,16.44039,F9
20.30416,18.10422,17.10177,16.67809,16.41906,K5
18.3489,17.18403,16.73978,16.57029,16.48742,G2
17.88941,16.83972,17.0455,17.20097,17.27602,A0p
21.52271,20.19126,19.59261,19.38478,19.31118,G2
17.91628,16.85019,16.48285,16.35728,16.31294,F5
17.13933,16.03342,15.64797,15.52933,15.48399,G0
19.48997,18.58878,18.37084,18.27859,18.30155,A0
20.27469,19.42377,19.12038,19.03423,18.95185,A0
19.75898,18.71494,18.28805,18.13847,18.10573,F5
22.19557,20.09328,18.86847,18.37227,18.0518,K7
18.55387,17.17877,16.67558,16.4572,16.38667,F9
19.535,18.05208,17.4339,17.17358,16.98485,G0
20.70142,18.12549,16.65998,15.87852,15.41527,M0
21.39769,18.92633,17.59596,16.9845,16.59212,K7
20.08105,18.28409,17.54534,17.28441,17.11224,F9
20.48742,18.10239,16.93594,16.46313,16.16475,K7
21.3847,18.78992,17.56336,17.06149,16.73343,K7
21.14844,18.60156,17.19792,16.36374,15.86718,M1
18.72048,17.65905,17.22407,17.05397,16.95918,G0
20.87823,18.29107,16.99981,16.24553,15.81107,M1
18.50785,17.56995,17.27076,17.15082,17.0901,F5
19.30554,17.54408,16.8663,16.60973,16.46262,K1
19.17856,17.45749,16.74026,16.49478,16.33925,K3
20.37271,19.212,19.31858,19.44576,19.54657,WD
18.89998,17.96493,17.70126,17.5846,17.54552,A0
19.87134,18.74323,18.7422,18.77494,18.93233,A0
20.89292,19.97957,19.77674,19.67302,19.74849,F5
22.74389,19.89671,18.8706,18.53866,18.27358,K5
19.98012,18.45225,17.83301,17.63334,17.48842,F9
20.17879,19.20865,18.79643,18.59384,18.56336,F5
21.28217,19.91263,19.3286,19.12757,19.12524,F9
17.67612,16.73553,16.5029,16.4056,16.40395,F5
20.30408,17.99864,16.98453,16.64789,16.42617,K5
18.86079,17.84595,17.46173,17.31281,17.2174,F5
20.86298,19.89528,19.59935,19.45121,19.39559,F5
20.19328,19.31619,19.13535,19.10155,19.10629,A0
19.8186,18.78043,18.64606,18.67069,18.77259,A0
17.07421,15.94772,15.67492,15.58014,15.56018,F5
18.94308,17.8752,17.45326,17.27192,17.20827,F5
19.21013,17.5984,17.04077,16.81384,16.70567,F9
18.97943,17.80664,17.37475,17.18407,17.11773,G2
18.06503,16.62481,16.08774,15.87062,15.78051,F9
21.63392,19.27643,17.97586,17.47704,17.1979,K7
24.15582,22.10873,20.82102,20.14512,20.07183,K7
22.44882,19.77999,18.65073,18.23832,17.98252,K5
18.7548,17.58248,17.13587,16.98311,16.91142,G2
17.35116,16.32268,16.22173,16.22286,16.26187,A0
26.32114,23.9593,23.0589,21.02888,19.44185,M6
18.94581,17.91871,17.85725,17.90481,17.94586,A0
19.8373,18.57754,18.50896,18.56568,18.6022,A0
21.39765,18.76529,17.30521,15.85624,15.09937,M4
17.84275,16.78748,16.4073,16.25143,16.21059,F5
26.05149,23.73423,22.23881,19.22387,17.416,M9
19.9158,18.15295,17.44687,17.19754,17.06574,K1
18.21721,16.93022,16.43308,16.23689,16.14201,F9
18.49693,17.11287,16.60448,16.43004,16.35461,F9
17.58166,16.2448,15.73617,15.56121,15.50458,F9
24.53537,20.98218,19.91813,19.63487,19.42768,K5
18.47736,17.51768,17.2074,17.10454,17.05848,F5
19.67233,18.7074,18.5072,18.43951,18.39741,A0
19.74456,18.11314,17.4832,17.27132,17.1443,F9
18.54733,17.12694,16.5437,16.33769,16.24185,F9
19.57366,17.69274,16.94876,16.6988,16.56982,K3
17.73869,16.19821,15.63941,15.44328,15.35342,F9
18.66302,16.85702,16.13083,15.83033,15.66441,F9
18.33522,17.22179,16.77437,16.59416,16.51886,F2
18.99165,17.70205,17.1147,16.855,16.72505,G2
18.63208,17.60453,17.24276,17.11619,17.06962,F5
19.18414,17.95308,17.40319,17.19107,17.08994,F2
17.54028,16.00772,15.46509,15.28789,15.22629,F9
18.0163,17.1534,16.91766,16.83761,16.81972,A0
18.20986,16.58338,15.92435,15.63279,15.48308,G2
18.69313,17.76921,17.34617,17.169,17.0901,F5
17.81534,16.39999,15.85898,15.70117,15.62868,F9
18.08711,16.42006,15.74533,15.49637,15.37542,K1
18.92069,17.58444,17.03077,16.82234,16.71602,F9
17.28967,16.08729,15.67337,15.50181,15.43594,G2
18.54934,17.35862,16.84693,16.60999,16.46803,F5
20.32339,17.65922,16.20563,15.47667,15.08569,M0
17.68981,15.85608,15.19374,14.95959,14.86449,K1
18.97867,17.57007,16.99726,16.76908,16.63797,F9
18.51607,17.44135,17.20367,17.13806,17.12606,F5
18.46149,16.79901,16.18651,15.9855,15.92006,K1
20.64484,17.98323,16.80377,16.33229,16.07962,K7
19.88055,18.0075,17.28238,17.03179,16.89692,K3
21.68659,18.84351,17.38177,16.45466,15.94065,M2
19.79402,17.77814,17.02012,16.75531,16.5904,K3
20.52464,17.97593,16.69798,16.05006,15.68797,M0
21.7009,18.91076,17.51184,16.91063,16.54782,K7
20.93553,18.25875,16.93999,16.36069,16.05091,K7
18.38209,17.4726,17.14947,17.0155,16.99357,F5
20.04296,18.11238,17.26153,16.87852,16.68663,K3
20.12087,18.12276,17.30022,16.98571,16.83528,K3
21.53663,18.78935,17.37971,16.37029,15.81482,M2
19.55412,17.51154,16.69325,16.40491,16.26477,K3
21.46967,18.71915,17.2853,16.14409,15.53525,M3
19.21581,18.76075,18.77929,18.88035,18.97913,WD
21.80858,20.33838,19.79024,19.54323,19.44629,F9
20.55624,19.32672,18.78547,18.54263,18.44782,F9
19.69406,18.43648,17.91567,17.69333,17.60261,F9
19.68473,18.77423,18.57028,18.50603,18.49844,A0
20.03458,20.10743,20.42425,20.7307,20.97315,WD
17.59636,16.58892,16.29089,16.17454,16.1554,F5
18.35455,17.42966,17.20897,17.12443,17.12222,A0
19.05048,17.88064,17.38591,17.18331,17.07808,G0
19.59455,18.20448,17.65886,17.48287,17.37004,F9
21.21414,18.57018,17.15622,15.98252,15.36424,M3
21.08527,18.30971,16.94789,15.93393,15.42086,M2
21.49107,18.63712,17.21144,16.00103,15.37682,M3
20.26527,17.98035,17.05538,16.70922,16.553,K3
21.54155,18.80603,17.40222,16.33563,15.792,M2
21.32747,18.68435,17.31835,16.67754,16.34443,M0
20.78114,18.39764,17.44082,17.13749,16.9495,K3
21.21044,18.47524,17.10579,16.46448,16.1004,M0
21.38035,18.65873,17.3411,16.79609,16.49631,K7
19.06264,17.33785,16.6961,16.49214,16.39233,F9
21.10092,18.20777,16.78369,15.73179,15.1436,M2
21.73269,20.49464,19.96272,19.7757,19.60271,F9
21.89252,19.05285,17.64086,16.91351,16.48402,M0
18.6304,17.44948,17.03504,16.89333,16.83706,G0
21.73253,18.88508,17.48131,16.62441,16.19858,M1
20.57923,18.12029,17.08176,16.70316,16.47546,K5
20.65563,18.32324,17.31294,16.97883,16.78691,K5
25.06929,22.44126,20.89724,18.47665,17.27265,M6
21.52165,20.3354,20.32713,20.36413,20.13137,A0
21.39422,20.34185,20.29346,20.28043,20.16934,A0
24.39124,21.50175,20.08236,18.17817,17.20433,M5
21.32702,19.96845,19.56013,19.30216,19.27984,G2
21.84124,18.95749,17.61889,17.06607,16.73511,K7
20.82357,19.46697,19.39571,19.41436,19.34427,A0
22.61551,20.13929,18.44456,17.45215,16.91094,M0V
21.44213,19.86572,19.23987,18.99664,18.75517,F9
19.16181,18.19901,17.99787,17.92813,17.91782,A0
19.05056,17.87816,17.44595,17.25509,17.1853,F2
23.62513,23.554,21.6835,19.21438,17.76892,M7
19.65034,18.76329,18.50819,18.41142,18.43042,A0
19.20302,18.27144,18.0182,17.90466,17.91341,F5
22.31164,19.48932,18.17667,17.6589,17.3746,K7
21.11228,19.8075,19.30839,19.10899,19.03362,F9
20.13785,18.41714,17.73115,17.51764,17.35394,K1
21.37638,19.77268,19.15319,18.92909,18.80773,F9
20.03948,19.13354,18.848,18.73272,18.74439,F5
20.04717,18.78161,18.25481,18.05195,17.98727,G2
