#Table1
u,g,r,i,z,subClass
18.32258,17.27028,16.87013,16.71616,16.66793,F5
19.4298,17.8665,17.24415,17.0535,16.96965,F9
20.04159,18.22416,17.46655,17.19258,17.03243,K3
17.20942,15.58976,15.01085,14.83341,14.7705,F9
17.69205,16.78009,16.52175,16.43265,16.40117,F5
17.31611,15.65182,15.02791,14.81262,14.72332,K1
19.71163,18.0063,17.38455,17.18812,17.09284,K1
18.76073,17.57101,17.04228,16.82757,16.75577,G2
16.79219,15.48385,14.96974,14.79193,14.73599,F9
17.17871,15.80763,15.29784,15.0884,15.03183,F9
19.25411,17.91213,17.39288,17.22426,17.15689,F9
19.69446,18.3097,17.64982,17.41559,17.30872,F9
20.47559,17.86764,16.75213,16.3117,16.07976,K5
16.56859,14.77503,14.20767,13.99892,13.99266,K1
16.70571,15.15127,14.53076,14.32385,14.2157,F9
18.3532,17.48352,17.21367,17.10043,17.08885,F5
23.76097,21.84743,20.63801,19.78431,19.43882,M1
23.50991,20.78269,19.27979,18.41384,17.49295,M3
17.27445,15.85797,15.23773,14.98829,14.85054,G2
18.11044,16.39577,15.81318,15.62993,15.59079,K1
20.8093,18.15874,17.05885,16.67276,16.44357,K5
25.12605,22.3731,20.69911,18.8585,17.78222,M6
17.93106,16.68171,16.33394,16.32199,16.13859,G2
19.78245,19.4113,19.43521,19.50705,19.62597,WD
25.33003,24.32495,22.24227,19.63624,17.61133,L4
24.94648,21.26985,20.37961,19.92528,19.49644,K5
22.25426,19.66174,18.10249,16.80626,16.14791,M3
21.83221,20.86187,20.29788,20.03834,19.62201,F9
20.69609,19.51228,19.41654,19.46893,19.63753,A0
17.06362,17.45296,17.89168,18.21608,18.52077,B9
16.19602,15.08658,14.91492,14.88958,14.89751,A0
16.18375,14.85128,14.36718,14.18054,14.09618,F9
19.26957,17.98741,17.45659,17.26381,17.18324,F9
15.88725,14.59976,14.12291,13.96084,13.89777,F9
18.63641,17.26346,16.73256,16.53821,16.42271,F9
18.08525,17.12837,16.85645,16.75725,16.72109,A0
19.07563,17.77798,17.23858,17.05108,16.99122,F9
18.73661,16.22999,15.13511,14.67059,14.38957,K5
19.07782,17.55821,17.00587,16.82504,16.75786,F9
19.59424,18.14345,17.63272,17.44318,17.35364,F9
18.79057,17.06196,16.30359,15.98896,15.81147,K3
16.72234,15.12116,14.55457,14.37748,14.28562,F9
18.82621,17.4311,16.84442,16.62008,16.4982,F9
19.9973,18.40084,17.6989,17.36292,17.18632,K3
18.50839,17.07773,16.52991,16.32733,16.25364,F9
16.16628,15.03761,14.64424,14.56884,14.53052,F5
18.74174,16.70893,15.7649,15.36022,15.10538,K5
20.58757,20.46046,20.86452,21.28432,20.91294,WD
17.67158,16.7432,16.48811,16.38704,16.40675,A0
19.87504,20.23532,20.7614,21.06572,21.23644,WD
19.12861,17.65042,17.04638,16.82399,16.69813,F9
19.23662,17.62494,16.99298,16.77286,16.62156,K1
19.68948,18.53854,18.13742,17.9943,17.96443,F2
23.10361,22.84202,21.63684,19.64189,18.15724,M8
18.84065,17.81447,17.75346,17.78327,17.86658,A0
18.77167,17.73312,17.35438,17.22292,17.14976,F5
18.45977,16.89852,16.29029,16.06831,15.94647,F9
17.14615,15.7664,15.2602,15.0879,15.00681,F9
22.4389,19.13178,17.61084,16.94128,16.53522,M0
20.14745,18.48574,17.75965,17.44847,17.24512,F9
18.41649,17.38902,17.14731,17.08397,17.06084,A0
19.05883,17.2269,16.56871,16.35606,16.25277,K1
20.02594,18.31165,17.45904,17.10584,16.88933,K3
20.10022,17.37709,15.96407,15.22278,14.82451,M0
16.62094,15.644,15.25822,15.09203,15.0412,F5
18.09413,16.85553,16.40131,16.24586,16.18249,G2
20.24364,17.80351,16.65604,16.19518,15.91009,K7
18.9835,17.48759,16.91622,16.73192,16.64446,F9
21.91646,19.32049,17.85196,17.09291,16.64953,M0
18.66085,17.60347,17.49032,17.48774,17.55046,A0
18.71539,17.30955,16.72614,16.51174,16.39033,F9
20.94773,18.91003,18.02936,17.7106,17.5422,K3
19.24689,18.12316,17.66255,17.48806,17.37693,F2
22.59474,21.39882,21.12312,20.41445,19.91044,M3
17.8766,16.99163,16.74104,16.64089,16.64478,A0
18.08808,17.16517,16.81825,16.69199,16.65173,F5
20.31767,18.27016,17.42606,17.10276,16.9432,K3
17.33128,15.96331,15.48829,15.32022,15.27228,F9
17.87716,17.00403,16.65906,16.52056,16.46906,F5
20.27308,18.637,17.9407,17.68001,17.53543,K1
18.64532,18.17688,18.23224,18.35466,18.47156,WD
22.84237,21.55309,19.61016,18.41412,17.75638,M2V
17.08306,15.943,15.57125,15.44667,15.41619,F2
17.41159,16.35284,16.12358,16.06886,16.06525,A0
20.6967,20.25913,19.42561,18.84446,18.5345,M0
19.64558,17.28469,16.30964,15.98453,15.7981,K5
16.0816,14.06349,13.31405,12.95376,12.74621,K1
21.90145,20.57724,20.02968,19.7891,19.77324,F9
20.28384,18.87957,18.32911,18.15596,18.11165,F9
20.63127,17.83371,16.45759,15.84984,15.51441,K7
19.98157,18.85088,18.32049,18.16294,18.08114,G2
17.94671,17.06699,16.79671,16.69373,16.65844,A0
20.38228,19.51725,19.23167,19.14646,19.1283,A0
20.50153,19.19135,18.64659,18.42101,18.27931,F9
16.92781,15.73589,15.52508,15.48202,15.47325,A0
20.5229,19.29865,18.90249,18.71803,18.66895,F9
24.12244,21.03681,19.51332,18.81473,18.36704,M0V
21.59457,18.70749,17.25488,16.04981,15.4123,M3
20.50065,19.01444,18.42792,18.21496,18.13044,F9
21.74603,19.01362,17.33581,15.89264,15.08436,M3
20.84343,20.24586,20.33357,20.54483,20.77529,WD
20.15195,18.57817,18.02495,17.84276,17.74471,F9
20.93277,18.44512,17.38918,17.01739,16.76078,K5
20.67156,19.39901,18.83104,18.61339,18.53728,G2
19.91965,18.51104,17.85753,17.59142,17.43051,F9
18.47917,17.34757,16.84058,16.65052,16.56693,G2
20.05527,18.78082,18.1801,17.94971,17.81644,F9
18.48323,16.50008,15.70987,15.43165,15.29528,K3
18.41017,17.2867,16.89642,16.75804,16.70712,G0
19.37157,18.00991,17.39377,17.16905,17.03141,F9
20.50802,19.5141,19.05801,18.9105,18.85511,G2
17.43924,16.29359,16.42604,16.47501,16.56342,A0
16.71234,16.53484,16.63797,16.70663,16.77196,A0
17.47,16.46554,16.13132,16.00764,15.93974,F5
21.08198,19.79364,19.2232,19.01408,18.91514,F9
17.76488,16.78297,16.49338,16.37583,16.32592,A0
16.21091,14.78376,14.28337,14.13086,14.07308,F9
21.5739,20.24079,19.64742,19.42287,19.31421,F9
18.53678,17.52799,17.19861,17.10895,17.04088,F5
18.71471,17.53595,17.59458,17.69047,17.76404,A0
18.91398,17.39268,16.75048,16.47918,16.32925,F9
16.08131,14.7834,14.312,14.15497,14.10234,F9
16.62276,15.2494,14.69278,14.46931,14.3723,F9
18.96662,17.09641,16.29832,15.93997,15.73077,K3
17.3892,15.67384,15.03004,14.77536,14.65226,K1
18.79308,17.67318,17.18401,17.00717,16.94057,G2
21.06575,20.05415,19.7884,19.64721,19.80374,F5
22.64617,20.63841,20.04272,19.91688,19.61124,K1
17.77591,16.12433,15.51497,15.30603,15.24033,K1
17.99713,16.53892,15.98284,15.79751,15.74006,F9
18.11625,16.55325,15.98323,15.79123,15.69832,F9
18.45856,17.45257,17.2351,17.14865,17.14655,F5
22.483,20.08222,18.96174,18.532,18.33875,K5
21.27718,20.32053,20.1074,20.03379,19.83543,L0
17.4471,16.12208,15.59512,15.39481,15.32405,F9
16.72054,15.09014,14.51274,14.33477,14.27217,F9
20.68275,18.99579,18.33842,18.01141,18.33438,M0
19.39328,17.07943,15.97145,15.54282,15.31172,K5
19.15193,17.75597,17.25702,17.08069,17.04134,F9
21.42681,20.27147,20.03682,19.87326,19.88866,A0
21.14128,18.99318,18.04165,17.64481,17.43564,K5
20.18763,18.74273,18.14839,17.91768,17.80591,F9
20.93933,19.7229,19.5591,19.48981,19.47306,A0
19.22984,17.5579,16.89003,16.6345,16.51679,K1
18.95193,17.55249,17.00204,16.802,16.70044,F9
21.71994,19.05541,17.90213,17.51576,17.3208,K5
21.04677,19.15644,18.44267,18.18134,17.92144,F9
22.18601,19.43143,18.32348,17.91489,17.65343,K5
16.21103,14.86093,14.86945,14.90176,14.92802,A0
22.73964,20.99953,20.25443,19.99423,20.20679,F9
19.02557,17.76718,17.86538,17.99399,18.0723,A0
21.38456,18.71258,17.36485,16.79834,16.45932,K7
17.93236,16.3815,15.77006,15.57308,15.50812,F9
22.54253,20.1281,19.18826,18.85953,18.73349,K5
23.88759,22.93952,21.10595,19.11506,18.00599,M6
18.81208,17.55542,17.00313,16.78459,16.66165,F2
19.06482,17.61118,17.0421,16.85134,16.75875,F9
18.24517,16.74076,16.16388,15.98307,15.91295,F9
25.69839,22.88786,21.45796,19.50852,18.47561,M5
18.94995,17.93594,17.60072,17.47685,17.43442,F5
19.60781,18.39723,18.32643,18.38147,18.43309,A0
20.60022,17.96885,16.56969,15.87672,15.50386,M0
18.87892,17.10564,16.44689,16.20739,16.35543,T2
20.48353,18.3083,17.29379,16.834,16.57416,K5
17.38479,16.41313,16.04298,15.88838,15.82442,F5
18.83127,16.32861,15.13379,14.66035,14.42938,K7
16.91481,15.74092,15.66498,15.68054,15.71654,A0
21.28841,20.03704,20.06233,20.20251,20.26545,A0
18.02315,16.8961,16.50173,16.37179,16.34682,G0
17.14866,15.86112,15.36842,15.18561,15.1181,F9
23.22907,20.49237,19.43572,19.06833,18.75371,K5
16.26423,15.11517,15.26531,15.42325,15.54147,A0
20.50444,19.75734,19.47818,19.39795,19.42837,F5
23.31505,20.10644,18.60224,17.71866,17.23545,M1
20.95058,19.45837,18.90499,18.68298,18.53566,F9
18.98781,18.46402,18.41018,18.43182,18.57552,A0
19.24593,18.7148,18.72596,18.82497,18.95988,WD
20.452,19.05763,18.53137,18.3049,18.18672,F9
19.99186,18.43833,17.86507,17.64153,17.6165,F9
22.93859,21.11804,19.55656,17.65684,16.54521,M5
21.38235,20.29317,19.76193,19.51805,19.4607,F9
20.51983,19.52984,19.35164,19.2741,19.2549,A0
21.63563,20.60416,20.07325,19.88202,19.77183,M1
18.45879,17.32839,17.2278,17.23773,17.3079,A0
21.37638,20.39357,20.45297,19.83049,20.21548,K5
16.72718,15.81258,15.56484,15.48611,15.48967,F5
19.7603,18.54247,18.63802,18.72482,18.83225,A0
20.39437,19.30202,18.84647,18.68285,18.62848,G2
22.50919,20.8933,20.08707,19.76143,19.57729,K3
20.96823,19.83155,19.34231,19.16605,19.13878,F9
21.56453,19.96531,19.39292,19.15572,19.09067,F9
17.62579,16.53339,16.20407,16.08387,16.04655,F5
24.58669,22.9717,21.31252,19.03819,17.78579,M7
24.58845,22.30886,20.67307,18.59101,17.44991,M6
24.6148,22.58496,21.37588,18.77558,17.29987,M8
17.93148,17.99752,18.239,18.4892,18.70741,OB
19.62738,18.68211,18.3636,18.24669,18.23327,F5
20.16885,18.58213,17.93266,17.67343,17.52142,F9
18.35816,17.36769,17.00799,16.88543,16.83576,F5
21.0598,20.10684,19.84559,19.70513,19.62433,F5
21.45685,19.60055,18.7759,18.46297,18.3582,K3
18.81109,17.98315,17.74805,17.6972,17.64896,A0
20.51362,19.24928,19.10629,19.21664,19.21882,A0
23.28094,22.54479,20.8821,18.79198,17.70927,M6
20.47334,18.84848,18.2184,17.96139,17.86139,F9
21.0581,19.25395,18.48385,18.14899,18.01002,K3
20.90675,19.93064,19.57327,19.59193,19.44311,F5
19.75951,18.76787,18.46065,18.38391,18.38189,F5
21.1171,19.71692,19.13477,18.93847,18.83824,F9
19.30144,18.48603,18.15325,18.00225,17.97532,F5
20.33894,19.09603,18.65648,18.49292,18.42683,G2
19.96562,19.08096,18.80122,18.72484,18.66212,F5
20.95464,20.00405,19.75284,19.61861,19.64005,A0
19.08821,18.79049,19.1191,19.40812,19.76201,WD
20.90176,19.73865,19.43371,19.31719,19.38096,F5
20.38187,19.26621,18.88764,18.75785,18.78527,F5
18.03915,16.97474,16.58474,16.44634,16.39631,F5
17.80736,16.50707,16.42475,16.44052,16.44191,A0
24.3195,21.97555,20.17182,18.22877,17.15699,M6
19.14672,17.88664,17.63626,17.57507,17.54032,A0
18.64344,17.49143,17.15703,17.07336,17.0553,F5
20.11495,17.50846,16.41219,16.01455,15.81732,K5
18.08874,16.90209,16.89363,16.93922,16.99567,A0
17.12594,15.9943,15.71535,15.66808,15.62293,F5
18.79698,17.79464,17.37887,17.23343,17.14544,F5
19.34045,18.07536,17.43573,17.70671,17.03894,G2
19.28826,18.13803,18.31458,18.49657,18.56762,A0
18.36977,17.03878,16.46118,16.2018,16.23079,G0
20.5203,19.49823,19.14339,18.94804,18.94547,F2
20.72421,19.72936,19.41224,19.27781,19.25558,F5
23.11316,20.80788,19.22494,18.12512,17.61209,M2
20.74361,18.99942,18.30382,18.07009,17.94511,K1
20.561,20.23569,20.29044,20.37248,20.49658,T2
20.37379,20.13643,20.44116,20.69918,20.9428,WD
21.6158,18.87739,17.46904,16.79934,16.44815,M0
19.74147,17.93259,17.21473,16.95992,16.82556,K1
18.4416,16.89724,16.29403,16.07846,16.00062,F9
24.75193,22.66982,21.23338,19.07384,17.83821,M7
17.26458,15.96643,16.09308,16.20364,16.24512,A0
19.49954,18.26502,18.03713,17.96906,17.92328,A0
19.35452,18.98619,19.17497,19.3676,19.59133,WD
24.5848,21.84594,20.34561,18.47625,17.46877,M5
18.67934,17.42065,17.33549,17.32702,17.35542,A0
17.92958,16.97276,16.70629,16.59716,16.54787,F5
17.27298,16.36203,16.09987,15.98378,15.96971,F5
20.26888,18.96003,19.07275,19.15883,19.14859,A0
24.61346,21.56495,19.9063,17.9952,16.90061,M6
20.70135,19.77548,20.02097,20.27973,20.12701,A0
20.8917,19.29099,18.65195,18.52502,18.77904,L5.5
19.0344,17.76626,17.24473,17.06987,17.04804,F9
17.40883,17.39124,17.60456,17.81816,18.02984,OB
22.96516,22.64709,20.99306,19.98003,19.88759,M3
18.89463,17.69732,17.25082,17.07166,17.04933,G2
17.51869,16.61589,16.34785,16.25661,16.24033,F5
17.99533,16.83163,17.00051,17.1317,17.21149,A0
19.95233,18.62028,18.10056,17.92675,17.87471,F9
19.16913,17.82018,17.83685,17.90572,17.96637,A0
21.47353,19.85956,19.304,19.10278,19.03118,F9
18.90479,18.53219,18.81543,19.1295,19.34972,WD
20.97458,19.34183,18.81578,18.59647,18.49968,F9
20.53556,19.2389,19.11339,19.13315,19.11908,A0p
19.04706,17.99687,17.57788,17.40024,17.32124,F5
20.5809,19.56726,19.24321,19.06363,18.98621,F5
20.4301,18.75029,18.14124,17.88864,17.78922,K1
20.49941,19.032,18.46802,18.25368,18.18851,F9
20.6128,19.40193,18.94886,18.77562,18.80333,G2
20.06734,19.07373,18.81554,18.63421,18.57184,F5
24.50235,22.06927,20.29959,18.29641,17.15872,M6
25.00865,22.64591,21.08958,19.0542,17.99297,M6
19.96324,20.04538,20.35051,20.83116,21.26864,WD
18.53046,17.27946,16.86692,16.71672,16.65817,G2
20.91708,18.21071,16.79498,16.11352,15.79725,M0
18.08446,17.14574,16.85298,16.70734,16.65891,A0
18.70098,17.19769,16.54955,16.31124,16.16462,F9
17.76488,16.30649,15.7321,15.51931,15.43046,F9
19.86926,19.33906,19.41659,19.59611,19.70374,WD
17.68411,16.30231,15.72423,15.52865,15.42653,F9
19.42828,18.77951,18.68955,18.71255,18.6829,A0
18.44668,16.59859,15.83273,15.55014,15.3921,K1
18.92987,18.08176,17.73428,17.58412,17.54687,A0
18.96773,18.05315,17.79394,17.70837,17.73285,A0
17.41979,16.43096,16.097,15.97954,15.93019,F5
19.28027,17.83719,17.29669,17.10458,16.99779,F9
19.47086,18.02751,17.46796,17.25632,17.14193,F9
20.15319,17.73192,16.44961,15.89219,15.56384,K7
19.20481,16.75307,15.62525,15.18903,14.90312,K5
19.7047,17.51738,16.63061,16.30899,16.13452,K3
22.0499,21.64449,20.95175,20.48127,20.64236,F9
17.28209,16.35572,16.08217,15.99477,15.97925,A0
20.36609,19.00946,18.53375,18.31483,18.25808,F9
20.76213,19.92902,19.64202,19.48893,19.32146,A0
19.43806,18.2723,18.15891,18.17422,18.23054,A0
19.50025,18.47706,18.12457,17.95585,17.84473,F5
20.38986,18.68996,17.90898,17.60459,17.40867,K1
24.14814,20.42747,18.96653,17.954,17.38581,M2
19.30199,17.8912,17.23878,16.93563,16.79338,F2
19.5961,18.72248,18.45066,18.31083,18.31061,A0
17.81991,16.38275,15.84366,15.64145,15.56252,F9
19.15459,17.68018,17.09181,16.86041,16.74606,F9
19.15715,17.11997,16.34721,16.09053,15.9641,K1
17.50265,15.97418,15.40699,15.22097,15.12783,F9
19.72845,18.44644,17.86195,17.58067,17.4082,G2
25.05796,22.78666,21.11977,19.32037,18.1992,M6
19.97462,17.41641,16.04242,15.4316,15.0853,K7
22.71304,23.33037,21.67462,19.34961,18.13678,M6
20.91974,20.31682,20.45293,20.51355,20.89824,WD
19.62758,18.40173,17.94468,17.76823,17.68253,G2
25.73719,21.84484,20.15576,18.21849,17.14241,M5
23.90395,20.82313,19.12316,17.83363,17.05369,M3
20.55417,19.3289,18.92984,18.69688,18.64494,F5
19.05579,17.86191,17.83776,17.85645,17.87021,A0
23.35633,20.55655,20.01792,19.80635,19.81167,F9
17.66128,16.7028,16.38284,16.25186,16.25382,F5
20.05869,18.53009,17.90748,17.7218,17.60334,F9
19.82401,18.61203,18.55112,18.65463,18.70684,A0
20.45386,19.65606,19.27914,19.08192,18.96115,F5
20.53853,19.58363,19.18926,19.12351,19.18878,F5
20.56224,19.46202,19.19438,19.08298,19.1029,F5
17.82126,16.57102,16.11049,15.95387,15.87731,F9
22.96272,21.23034,20.61402,20.3522,19.85809,F9
21.59999,20.05658,19.45928,19.2028,19.20369,F9
19.70493,18.78383,18.39854,18.23613,18.19275,F5
19.67024,18.67079,18.3858,18.31848,18.25708,F5
20.421,19.40398,18.92966,18.71225,18.54659,F2
21.13823,19.1863,18.3967,18.11961,18.00033,K3
21.9521,20.23866,19.64993,19.44948,19.27159,K1
20.59851,19.32799,18.81643,18.59273,18.42085,F9
16.18487,15.25177,15.12097,15.10251,15.11644,A0
19.57007,18.39575,18.52933,18.56819,18.6603,A0
23.83095,22.26056,20.5965,19.43216,18.77118,M3
19.28703,18.37117,18.09659,17.95907,17.92318,A0
20.79867,19.71677,19.15569,18.97185,18.78584,F9
23.45789,20.20409,18.62713,17.5802,16.97402,M2
19.5145,18.47511,18.2074,18.05573,18.02644,F5
19.92916,18.79827,17.6972,17.45363,17.31187,K1
21.39995,19.28495,18.37219,18.00483,17.8472,K3
20.47036,19.36453,18.87013,18.64047,18.46871,G0
22.20679,20.90577,20.29961,20.04173,20.05906,F9
21.03272,19.3625,18.6757,18.38677,18.26805,K1
16.83287,15.90121,15.59269,15.46585,15.4629,F5
20.6232,20.36123,20.60317,20.91741,21.26813,WD
22.57822,21.0835,20.55251,20.39367,19.95154,F9
23.93232,22.81463,21.25284,20.03052,19.91482,M2
18.92951,17.9878,17.63698,17.50846,17.48088,F5
18.76964,17.63987,17.2328,17.07469,17.01906,F5
20.62709,20.39295,20.34309,20.37092,20.64464,WD
17.37089,16.2037,15.82586,15.70635,15.66529,F2
21.99682,20.6693,20.137,19.87402,19.70407,F5
20.30688,18.84161,18.32371,18.12422,18.07147,F9
20.41397,18.90564,18.28019,18.00824,17.85452,K1
21.45647,20.10416,19.5645,19.30219,19.23322,F9
20.16933,19.18504,18.82845,18.70606,18.76135,F5
20.8215,19.43043,18.84904,18.62246,18.52237,F9
18.56201,17.35259,17.2698,17.25536,17.26768,A0
23.08878,23.13495,21.27141,19.26879,18.08284,M6
21.02145,19.41204,18.61638,18.30663,18.18382,K3
20.91434,19.56787,18.99306,18.77409,18.63701,F9
20.46296,18.69559,17.92953,17.71715,17.58112,K1
20.14319,18.63617,18.0154,17.77492,17.65115,F9
20.16968,18.72543,18.12555,17.9236,17.8496,F9
22.77772,22.03971,20.5332,18.68204,17.67254,M5
25.325,22.14965,20.85686,19.81052,19.23954,M2
17.66358,16.39391,16.53992,16.65924,16.71894,A0
19.77198,18.49307,17.89486,17.672,17.5618,F9
20.78822,19.38168,18.76362,18.60085,18.46406,F9
18.62416,17.34653,17.20842,17.1764,17.17841,A0
20.79614,19.77685,19.52498,19.38657,19.3155,F5
20.80467,19.78889,19.49797,19.36714,19.25766,F5
21.60396,19.80282,19.18012,18.94873,18.81215,F9
17.82742,16.40663,15.90642,15.72676,15.66208,F9
20.52842,19.27424,18.68992,18.43772,18.3673,F9
20.92016,19.88106,19.44292,19.30106,19.17942,G0
21.6375,20.1663,19.6001,19.37897,19.36747,F9
17.94309,16.89069,16.57963,16.49944,16.45926,F5
18.27793,17.17763,16.82863,16.70628,16.64985,F5
21.56383,19.95605,19.35476,19.15221,19.02504,F9
19.48241,18.47906,18.20734,18.10852,18.09377,F5
19.34231,18.27825,18.02681,17.93411,17.89962,F5
21.2893,20.16936,19.85577,19.7544,19.77515,F2
21.41534,20.46754,20.0526,19.93767,20.03489,F5
20.91254,19.92765,19.6674,19.57113,19.58556,A0
20.67728,19.85213,19.55953,19.49565,19.59874,F5
21.36809,20.39544,20.17229,20.04094,19.84619,F5
20.78397,19.91282,19.62144,19.48682,19.40492,A0
20.66176,19.70259,19.42475,19.31433,19.30966,A0
21.08237,20.12134,19.81053,19.76032,19.68762,F5
20.63571,19.6279,19.33327,19.23073,19.27583,A0
20.63597,19.65691,19.31998,19.19837,19.23639,F5
21.08787,20.08703,19.73892,19.65162,19.73842,A0
22.16987,20.77266,20.17997,20.03668,19.88569,F9
20.79748,19.39632,18.78838,18.56631,18.44896,F9
20.50753,19.03254,18.47384,18.26949,18.14691,F9
19.67335,19.99696,20.43361,20.72749,20.98764,WD
15.42094,14.2381,13.82967,13.7193,13.72182,F9
19.68829,18.63102,18.56166,18.60827,18.70437,A0
20.75858,19.85945,19.57391,19.50272,19.37324,A0
20.95412,19.82389,19.54838,19.41342,19.51988,F5
21.60877,20.41025,20.0312,19.87154,19.8919,F5
20.83893,19.96923,19.60087,19.47793,19.46137,A0
21.35936,20.25724,19.89882,19.76477,19.68344,F5
20.78085,19.72936,19.39817,19.2454,19.30072,F5
19.23974,17.57343,16.89635,16.6293,16.4982,F9
26.22197,22.82847,21.42994,19.34525,18.16956,M7
24.74529,21.64137,20.06352,17.96021,16.82003,M6
24.40793,22.92922,21.15843,18.91238,17.72942,M6
19.38669,18.38343,18.05762,17.94051,17.93327,F5
19.29461,17.58884,16.94533,16.72765,16.60235,F9
20.30179,18.72549,18.07645,17.81047,17.66665,K1
19.23092,18.05863,17.68201,17.54277,17.52375,F5
16.26947,15.05878,14.81036,15.46789,14.7172,A0
17.15502,15.61279,14.92185,15.17435,14.45947,F9
20.14135,18.13947,17.25274,16.90039,16.71749,K3
21.7064,20.42894,20.06367,19.91552,19.97048,F5
20.388,18.85859,18.28233,18.12126,17.99846,F9
20.65412,18.83388,18.13105,17.8562,17.77831,K1
22.67043,20.83658,20.24578,20.06862,19.81552,F9
19.53715,18.56908,18.38495,18.34576,18.35317,A0
24.0284,21.89512,20.17173,18.26509,17.19253,M6
17.93699,17.03414,16.69118,16.54483,16.46122,F5
21.35375,19.56354,18.86771,18.61272,18.47376,K1
20.14258,18.73538,18.17666,17.98576,17.92344,F9
19.8529,18.90703,18.56602,18.43852,18.39526,F5
18.28153,17.20984,16.95088,16.86598,16.85201,F5
21.73973,20.3976,19.83278,19.65432,19.46984,F9
19.26172,18.10314,18.1003,18.1714,18.21101,A0
22.00114,20.77241,20.21614,20.08274,19.8549,F9
19.11998,18.05849,17.66426,17.525,17.48817,F5
19.01022,17.80652,17.83413,17.87314,17.91825,A0
19.94023,19.7517,20.12803,20.34925,20.61556,WD
17.2822,16.1577,15.78734,15.62735,15.5959,F5
20.29689,20.11987,20.41331,20.65174,21.0932,WD
18.98699,17.78892,17.56171,17.45877,17.44551,F5
22.13567,20.04745,18.69596,17.99669,18.25214,M0
19.39005,18.26508,17.90503,17.7696,17.73359,G0
18.55913,17.35425,17.32035,17.40724,17.55436,WD
16.41401,15.4792,15.25626,15.14567,15.12818,F5
20.19403,20.17043,20.45092,20.74032,21.33864,WD
18.57199,16.85758,16.25394,16.05347,15.92765,K1
16.02104,14.80573,14.83919,14.92775,15.02375,A0
18.33429,16.37963,15.57977,15.19231,14.96766,K3
17.315,15.89542,15.39908,15.23809,15.17125,F9
17.24881,16.28955,16.01898,15.92762,15.92053,F5
18.01505,17.09857,16.7961,16.66898,16.64785,F5
18.32504,17.22328,16.7299,16.5525,16.48374,G2
18.73144,17.74091,17.71521,17.73362,17.8811,A0
17.69516,16.05587,15.47792,15.30115,15.24064,F9
18.02317,17.09251,16.82004,16.71879,16.68543,F5
20.17572,18.62394,18.05092,17.82709,17.69229,F9
19.55072,18.18225,17.69226,17.53528,17.51198,F9
20.72985,19.62505,19.43689,19.31413,19.34469,F5
20.57309,19.11248,18.45369,18.14436,18.03858,K1
18.64784,17.71643,17.43688,17.33913,17.45451,F5
17.21984,16.05708,15.52486,15.28779,15.19304,F5
22.16229,19.93707,18.49489,17.58155,17.0754,M1
18.1891,17.21692,16.89875,16.77998,16.72334,F5
16.60092,15.55717,15.35891,15.31737,15.32504,F5
16.32881,15.11528,14.8896,14.79301,14.80581,A0
22.77126,20.6725,19.02477,17.46805,16.6481,M4
21.90578,20.60702,20.07459,19.88697,19.7693,F9
20.68743,19.28874,18.75875,18.52478,18.44041,F9
20.85797,19.87718,19.61693,19.55508,19.55312,F5
20.79845,19.433,18.91734,18.76932,18.65261,G2
19.60446,17.58108,16.68971,16.37057,16.19737,K3
18.17039,17.1326,17.05887,17.04308,17.09375,A0
21.31232,20.11499,19.50941,19.31829,19.18946,F9
18.23433,17.19207,17.14771,17.17718,17.21761,A0
20.39452,18.99339,18.2378,17.93274,17.76171,F9
19.89419,18.12114,17.45592,17.23458,17.12529,K1
18.72077,17.50256,17.08383,16.92993,16.85098,G2
22.46892,20.77101,19.90841,19.61722,19.46392,K3
19.78702,18.68899,18.19222,17.9828,17.96548,G2
21.33428,20.37918,20.05684,19.83818,19.8881,F5
21.49806,19.93879,19.31248,19.08774,18.99496,F9
20.52845,19.63667,19.22772,19.05564,18.94817,F5
17.90616,16.97172,16.67541,16.53776,16.47596,F5
20.71539,18.1134,16.72708,15.41128,14.67688,M3
20.38345,19.2148,19.01621,18.93554,18.85977,A0
19.92295,18.63192,17.99677,17.829,17.67813,F9
20.82635,18.24264,16.98175,16.46608,16.20768,K7
18.987,17.66152,17.23423,17.0581,16.97153,F5
17.31503,16.01691,15.49243,15.29128,15.19943,G0
17.72202,16.56575,16.15912,15.99926,15.95605,G2
18.61143,17.29429,16.78116,16.58647,16.51054,F9
19.81026,18.51955,18.43113,18.43421,18.44102,A0
19.56442,18.31213,18.15499,18.12128,18.10196,A0
19.32972,19.59161,19.94725,20.23962,20.30066,OB
20.5537,19.38764,18.85223,18.58354,18.41999,G0
19.59934,18.31529,18.37977,15.96092,14.60579,M7
20.5763,19.58993,19.28106,19.1533,19.03984,F5
18.97211,17.45599,17.12911,16.98712,16.92596,A0
18.69975,17.08641,16.50463,16.29786,16.19885,F9
19.60945,18.01281,17.16813,16.91237,16.71236,F9
18.82987,17.68144,17.30605,17.15504,17.10437,F2
19.57087,18.17563,17.55194,17.26759,17.14855,K1
16.73167,15.65233,15.48596,15.43586,15.46889,F5
18.03876,17.63255,17.81466,18.03103,18.23002,WD
24.27666,22.89324,21.04637,19.42702,18.47955,M5
22.95549,21.40952,19.96677,18.61538,17.92212,M3
23.75874,22.13737,20.19501,19.09672,18.46234,M0
18.32642,17.23803,16.8984,16.77231,16.75722,G0
