#Table1
u,g,r,i,z,subClass
20.54034,20.17791,20.09187,20.1483,20.21891,O
20.5673,20.17476,20.11788,20.27847,20.37454,WD
19.16332,19.44895,19.92798,20.26895,20.55588,B9
17.77882,16.47083,16.61481,16.7291,16.77598,A0
18.89554,19.08482,19.52719,19.91562,19.92368,WD
20.23496,19.3369,19.02643,18.95843,18.99587,F5
19.26028,18.26202,17.81965,18.3304,17.56149,F2
25.92039,22.75532,21.63477,19.22796,17.99255,M6
23.20598,21.91234,20.06415,19.33734,18.85688,M0V
19.74914,19.58715,19.98204,20.21552,20.44729,A0p
20.07748,18.65948,18.06435,17.86068,17.71781,F9
19.41975,18.16698,18.31297,18.4603,18.53082,A0
21.56305,19.2012,17.76762,17.11802,16.75748,K7
18.50976,17.52715,17.23862,17.12495,17.10693,F5
21.13994,18.78297,17.47764,17.00947,16.60246,K7
16.58612,15.3743,15.29315,15.32082,15.39627,A0
17.26907,16.29569,16.00478,15.89448,15.87116,F5
19.77538,17.72287,16.5036,16.14243,15.96339,K5
17.65297,16.78884,16.4866,16.40197,16.37396,F5
23.98864,22.86193,21.50388,19.38083,18.29048,M6
17.91966,16.95518,16.67021,16.55498,16.5441,F5
22.34907,21.1351,20.59882,20.56378,20.1126,T2
23.39392,22.63048,21.36862,19.31646,18.23402,M6
19.79679,19.76994,20.1406,20.39069,20.58108,WD
18.24449,16.17176,15.6828,15.49839,15.45924,F9
19.12511,19.23036,19.62831,19.95767,20.50249,WD
19.92083,18.63435,18.14322,18.06104,18.04585,F9
18.86922,17.60354,17.35721,17.21526,17.16606,F5
23.18702,20.87604,19.43614,18.90669,18.55639,K7
19.4992,18.32468,17.83731,17.65513,17.52231,G2
20.9633,18.73181,17.21212,15.60748,14.71689,M4
23.53762,21.31398,20.46301,20.09054,20.37705,K3
20.75576,18.76533,18.07859,18.03607,17.71253,K1
19.05466,17.87853,17.42299,17.2754,17.20289,G2
18.03818,16.85656,16.57641,16.45749,16.43452,F5
20.83917,20.42763,20.56054,20.78169,20.95603,WD
20.61887,20.23657,20.46646,20.84931,21.26505,WD
24.24165,22.15709,20.61766,18.74985,17.75282,M5
19.54506,18.97217,18.72278,18.64299,18.69172,CV
17.75993,16.86744,16.60414,16.51009,16.48194,A0
18.4409,17.24166,16.81548,16.66351,16.60349,G2
23.28755,21.4014,20.00625,18.94834,18.9665,M2
19.47766,18.38482,17.9331,17.73259,17.61445,F2
19.38054,18.30267,17.882,17.71394,17.65551,G0
21.31438,18.93486,17.8063,17.26851,16.99764,K5
16.79799,15.8791,15.55213,15.41496,15.38246,A0
19.91034,17.24942,15.79998,15.07808,14.68259,M0
16.38297,15.13598,15.04927,15.03364,15.0739,A0
23.7789,21.88556,20.35268,19.21676,18.6159,M2
19.17216,18.23545,17.80969,17.64342,17.58287,F5
24.39928,20.99492,19.94912,19.56375,19.3448,K5
24.78632,23.18143,20.85134,19.86591,19.21146,M1
20.79444,20.44383,20.68964,20.87788,21.0927,WD
18.14655,17.0357,16.56589,16.36493,16.27118,F5
18.28448,17.18797,16.76714,16.60547,16.52378,F2
20.27093,19.90636,19.85618,19.80106,20.12265,WD
22.19682,19.53899,18.02059,17.1968,16.72172,M1
18.79104,17.69725,17.5851,17.58982,17.65203,A0
16.84267,15.38513,14.86922,14.71534,14.67066,F9
22.91491,20.91572,20.27587,20.14245,19.76796,T2
24.28299,21.53414,20.61409,20.30543,19.69701,Carbon_lines
19.10473,18.1157,17.80511,17.68854,17.63002,F5
20.06308,18.99677,18.89995,18.93166,18.93535,A0
19.17887,18.20817,17.88518,17.73932,17.73632,F5
19.25554,18.81829,18.8789,18.99489,19.12369,WD
20.98317,17.36943,15.83162,15.1198,14.7115,M0
18.46741,17.37825,17.05118,16.94416,16.89583,F5
19.92924,18.6679,18.55058,18.59208,18.57349,F5
22.76463,21.39293,20.77987,20.48126,19.93006,K5
23.59014,21.15712,19.49004,19.03356,18.65926,Carbon_lines
25.124,23.74863,21.72126,18.97343,17.43373,M8
21.12221,17.45429,15.93075,15.12402,14.69621,M0
20.017,18.77,18.74363,18.79182,18.88051,A0
20.4242,19.00671,18.36787,18.14231,18.07542,F9
17.8151,16.88279,16.55196,16.43265,16.39975,F5
23.63631,22.31987,20.68899,18.76591,17.75681,M6
21.37857,20.29429,20.50625,20.62298,20.9329,A0
24.07526,21.77121,20.33455,18.19443,17.04369,M6
17.34907,16.42381,16.09116,15.95797,15.91728,F5
17.72596,16.81463,16.49919,16.41054,16.37361,F5
19.63085,18.00512,17.36883,17.17191,17.06585,K1
19.41235,18.53458,18.49121,18.52667,18.57411,A0
18.91693,18.06456,17.80196,17.72285,17.71838,A0
25.56446,25.41986,22.3447,20.35342,18.75319,M7
20.62233,19.61536,19.50003,19.56427,19.52826,A0
19.03538,17.98062,17.62161,17.47396,17.41464,F5
19.11893,17.9348,17.48869,17.34071,17.32165,G2
23.77029,23.52772,21.48166,19.41459,18.25457,M6
17.86744,17.83661,18.22575,18.49767,18.74954,WD
17.27724,17.16069,17.53521,17.81269,18.04781,WD
22.40367,20.76598,20.03877,19.70134,19.89917,K3
18.71851,17.75764,17.41603,17.27969,17.27299,F5
18.82058,17.57324,17.00532,16.7718,16.61172,G2
19.48447,18.3905,18.01665,17.85172,17.81426,F5
20.23764,19.9797,20.23066,20.50539,20.82611,WD
18.73199,17.52246,17.69884,17.84031,17.90882,A0
17.18312,16.24871,15.97429,15.88374,15.8742,F5
22.7464,20.0529,18.56801,17.66678,17.19873,M1
20.76067,19.74931,19.52899,19.23848,18.93225,A0
23.97101,22.41858,20.8502,18.3269,16.87267,M7
19.75556,19.3119,19.51702,19.7294,19.96337,WD
22.76593,22.85265,21.07732,19.06097,17.86754,M6
18.7139,17.52857,17.08404,16.92266,16.8308,F9
22.5658,21.09011,20.5068,20.29662,19.74611,L5.5
24.92175,23.35839,21.46443,19.25488,18.04315,M7
21.25177,19.97712,19.96739,19.97954,20.11851,A0
19.30988,18.05188,17.56457,17.36151,17.20525,F2
20.62987,20.28061,20.5369,20.66177,21.13608,WD
17.34199,16.17028,15.7529,15.6097,15.57126,G2
18.75747,17.80759,17.4939,17.37992,17.31513,F5
24.64798,21.90161,20.28534,18.35783,17.28187,M6
21.13183,19.96777,19.96165,19.99176,20.41573,A0
20.07853,19.08419,19.14166,19.19567,19.35039,A0
18.67061,17.57123,17.56047,17.5659,17.66477,A0
21.57697,19.83222,19.00565,18.78825,18.9786,L9
19.74001,18.6534,18.23413,18.22475,18.02852,F5
17.10827,15.8896,15.4506,15.28069,15.21154,G2
17.48545,16.60922,16.39563,16.32273,16.30938,A0
19.4718,18.86991,18.82252,18.35569,17.69592,M5
18.78903,17.92006,17.66389,17.5782,17.54001,A0
19.40555,18.25774,17.80616,17.63074,17.54584,F5
24.06032,21.89158,20.39832,18.95768,18.17902,M4
17.36162,16.27549,15.93443,15.79485,15.79348,F5
23.43423,21.25208,20.09258,19.08433,18.54665,M2
18.06909,16.8735,16.76728,16.76783,16.75603,F5
18.99817,17.96157,17.8472,17.83701,17.86839,A0
18.52261,17.4999,17.16256,17.04767,17.00323,F5
17.96447,16.90698,16.56502,16.42802,16.38274,F5
17.25474,16.93753,17.00837,17.18029,17.46744,WD
21.15214,18.60892,18.28238,18.18098,19.11976,F5
19.08643,17.82245,17.36788,17.19055,17.12942,F9
19.34695,17.66396,17.06401,16.86074,16.71845,K1
21.32787,18.6666,17.18841,16.3481,15.87081,M1
19.21134,17.9591,17.46023,17.27289,17.16768,F9
18.38512,18.36636,18.5266,18.70574,18.9619,L9
18.09954,17.0509,16.69055,16.58285,16.53616,F2
20.91433,20.00596,19.07355,18.44536,18.03453,CV
19.09453,18.19983,17.94978,17.87504,17.85033,A0
19.10964,17.903,17.42075,17.25361,17.16536,F9
18.32419,17.12934,17.05701,17.07198,17.08046,A0
19.39422,18.43059,18.34105,18.33043,18.37725,A0
16.30928,15.89391,15.91112,15.94291,16.01892,A0
18.91575,17.87107,17.42689,17.2229,17.11936,F5
19.44095,18.30838,18.26834,18.29951,18.37789,A0
19.51472,18.20191,17.63909,17.40331,17.28823,F9
22.4147,21.85908,21.43992,20.39782,19.50966,M4
18.84706,17.91879,17.57821,17.42362,17.35735,F5
23.46449,22.31649,20.83702,19.02298,17.92677,M6
19.13027,18.19643,17.9687,17.905,17.85255,A0
19.68064,19.49773,19.62052,19.81544,20.05541,L5
24.01642,21.88468,20.05006,19.06563,18.43947,M2V
19.8036,18.77925,18.63761,18.58986,18.66158,A0
17.22833,16.21433,15.88916,15.74973,15.73119,F5
22.71024,21.45119,19.87311,17.89924,16.84426,M5
16.83619,15.74772,15.37244,15.23663,15.21051,WD
17.5203,16.3749,15.99039,15.85057,15.80939,G0
26.37212,22.13583,20.52824,18.49326,17.42955,M5
25.38256,23.31402,21.46626,19.11232,17.87921,M6
19.25508,17.94129,17.41078,17.20171,17.11556,F9
16.28121,15.06947,14.58916,14.4493,14.3573,G2
23.99035,21.50027,20.052,19.04201,18.48477,M3
17.55346,16.4614,16.07165,15.93776,15.8892,F2
19.01388,18.94026,19.13455,19.2436,19.46004,CV
17.33562,16.33964,15.96959,15.82378,15.78392,F5
20.0637,19.92127,20.18982,20.41096,20.32289,WD
19.41666,18.28319,18.29096,18.34413,18.41749,A0
18.93039,17.75931,17.36276,17.21748,17.17646,G2
17.96562,17.02785,16.76533,16.66004,16.65788,A0
22.84095,20.6848,20.01924,19.85688,19.4336,F9
20.63806,18.13562,16.75488,15.64205,15.07456,M3
17.90925,16.69067,16.17898,15.96569,15.86425,F9
25.59624,21.13003,19.25232,18.69057,18.47162,Carbon_lines
17.33517,16.19524,15.81671,15.68756,15.63092,G0
21.27939,19.25535,18.40331,18.09893,17.93615,K3
20.26627,17.78092,16.62557,16.18536,15.94946,K7
23.65326,20.93535,19.42347,18.4469,17.89141,M2
24.88725,22.46564,20.98315,19.0545,18.0043,M5
19.36003,17.81128,17.12041,16.83399,16.71187,K1
19.06869,17.79826,17.35693,18.39176,17.13515,F9
25.62735,22.0428,20.26599,19.69669,19.48794,Carbon_lines
21.13249,19.64552,17.87431,17.50233,17.28499,K5
19.52456,18.38774,18.32149,18.35125,18.39982,A0
21.9274,19.52579,18.3815,17.96458,17.75484,K5
23.50639,22.84117,21.22363,19.17887,18.081,M6
17.52963,16.51308,16.2064,16.10275,16.06688,F5
17.92936,16.85147,16.51555,16.3433,16.36011,G2
19.54767,18.43922,18.41282,18.47409,18.62177,A0
18.03273,17.0272,16.66014,16.53848,16.5188,F5
19.56081,16.97116,15.73798,15.26348,15.00311,K7
22.73981,21.90996,20.30623,17.96913,16.57494,M7
24.1044,23.17962,21.40617,19.2383,18.01106,M7
23.46415,21.0686,19.56405,18.4256,17.79815,M3
24.47878,21.78888,20.36608,18.37987,17.31581,M5
19.42267,18.2454,18.26518,18.30429,18.41904,A0
17.54834,16.52307,16.17654,16.02915,15.98736,F5
23.41655,21.0365,19.48003,17.61348,16.51719,M6
17.25603,16.34082,16.0647,15.94538,15.89728,F5
20.22927,19.17852,19.14096,19.18629,19.33152,A0
23.34121,20.17039,19.43871,19.24428,18.99315,K3
19.16481,18.01895,17.59594,17.4701,17.43092,G2
19.39732,18.38533,18.05951,17.92981,17.90125,F5
17.91315,16.98742,16.71799,16.61927,16.56724,F5
19.35815,18.14565,18.09714,18.12704,18.14098,A0
19.71223,18.42522,17.82548,17.55243,17.38822,F2
22.21826,20.56921,18.92721,16.80011,15.54335,M6
18.76189,17.83379,17.56328,17.47128,17.44884,F5
19.99327,18.91538,18.85798,18.83894,18.96572,A0
25.10277,21.92168,20.65895,19.80836,19.30725,M1
18.34783,17.17907,17.1114,17.11448,17.09279,A0
24.40254,20.75296,20.07134,19.83529,19.75844,K3
19.22354,18.11053,17.72589,17.60211,17.58922,G2
17.73922,16.78184,16.63383,18.51902,16.64853,A0
24.80362,22.15678,20.76725,18.90381,17.85364,M6
23.99206,23.38463,21.14037,19.8372,19.24652,M3
20.75891,18.44091,16.87568,15.05512,14.01227,M5
19.72383,17.07733,15.86063,15.4068,15.16184,K7
25.51074,22.41607,20.71817,18.59647,17.37156,M6
17.89355,16.94231,16.6718,16.57318,16.56562,F5
18.98498,18.73552,18.83693,18.96753,19.12609,L5.5
19.64575,17.517,16.60603,16.29235,16.0895,K5
23.00182,20.24326,18.80414,17.863,17.18495,M2
17.62519,16.76435,16.48869,16.40103,16.37003,A0
20.46469,19.34489,19.05868,18.93045,18.82477,T2
21.17228,20.59052,19.7664,18.98793,18.56326,M2
24.45899,21.96207,20.45154,19.40785,18.74004,M2
20.85414,19.2802,18.57041,18.29371,18.17912,K1
17.01615,16.00049,15.6469,15.51248,15.44158,A0p
17.90475,16.98401,16.73416,16.64078,16.62682,F5
18.66838,17.7164,17.43063,17.31398,17.31488,F5
24.3428,22.22068,21.02443,20.30152,19.62237,M2
17.78274,16.91885,16.7048,16.6125,16.61038,A0
17.16846,16.13548,15.96363,15.92176,15.9553,F5
23.14108,22.79955,21.29408,19.05921,17.71857,M7
16.07302,16.50895,17.04946,17.41413,17.73689,O
23.47178,22.21736,20.88397,20.19611,20.26612,L5
23.60029,23.8305,21.93182,19.32043,17.67534,M9
18.42271,17.37762,17.06691,16.94593,16.9177,F5
20.32783,19.89443,19.96783,20.03498,20.10546,WD
25.2201,23.03433,21.1952,19.28588,18.28275,M5
22.02004,19.45633,17.88696,15.94167,14.8849,M5
19.44392,18.50146,18.21034,18.11888,18.09824,F5
20.40377,17.42887,16.3296,15.98889,15.74346,Carbon
20.30404,17.85288,16.58765,16.30187,15.95558,K7
19.22209,18.16963,17.78268,17.62004,17.56946,G0
23.77875,23.0866,21.19327,19.12713,18.0306,M6
22.47845,21.33165,20.68435,20.36738,20.23244,B6
18.99018,18.08433,17.81469,17.72702,17.68731,F5
17.72934,16.77331,16.48512,16.39851,16.39286,F5
16.68125,15.55999,15.25599,15.18513,15.19707,F5
17.39232,16.43944,16.16081,16.06609,16.05299,F5
18.40392,17.31092,16.91567,16.78509,16.75573,F2
16.35983,15.21978,15.26296,15.35738,15.44904,A0
18.5864,17.61424,17.22861,17.13291,17.0352,F2
20.19366,18.99399,18.95123,18.99162,18.91885,A0
17.17356,16.17429,16.0278,15.99527,16.01914,A0
18.08531,16.929,16.50389,16.32972,16.24823,G2
19.80199,18.77384,18.69417,18.70804,18.70413,A0
20.27716,19.06203,19.25179,19.41386,19.45339,A0
18.28825,17.21646,16.85197,16.71247,16.66429,F5
17.90688,16.98294,16.63136,16.50966,16.47551,F2
19.32517,18.13229,18.19119,18.26412,18.36769,A0
16.62485,15.37524,15.36972,15.40195,15.43772,A0
19.30316,19.47774,19.97343,20.28583,20.51394,B6
24.09818,21.28644,19.56909,18.86793,18.47908,M0V
19.83128,18.62744,18.11946,17.93209,17.85718,F9
19.95304,17.06773,16.75759,16.65764,16.6591,F5
19.68013,18.06837,17.3581,17.04226,16.85528,K3
18.56147,17.64708,17.39976,17.31906,17.29659,A0
19.19012,18.24352,17.9155,17.80301,17.77145,F5
19.87303,18.8525,18.85551,18.89788,18.97348,A0
24.87499,20.94919,19.52965,18.77571,18.37049,M0
16.56671,15.35048,15.24639,15.24961,15.26973,A0
18.85752,17.70691,17.6139,17.54831,17.53596,A0
24.68726,21.08394,19.51984,18.26815,17.59577,M3
20.61947,20.39906,20.37153,20.48259,20.37653,WDmagnetic
23.58702,21.31554,19.88669,19.34328,19.13165,K5
22.4779,20.05692,18.89551,18.41957,18.41666,K5
19.58875,18.35821,18.37057,18.44303,18.50745,A0
22.3908,20.7596,20.12629,19.94135,19.98162,T2
25.79774,21.60469,20.36226,19.78633,20.29685,M0
19.26968,19.18172,18.76107,18.62174,18.75876,CarbonWD
17.60077,16.69343,16.44335,16.34668,16.31522,F5
18.31217,17.05172,16.62714,16.4475,16.39912,F9
19.07596,18.7462,18.99025,19.28141,19.41623,WD
16.28735,15.14515,15.04887,15.04816,15.08423,A0
20.46263,19.45312,19.46959,19.51982,19.60545,A0
18.50304,17.2903,17.12628,17.08078,17.10234,A0
20.32597,19.1696,18.11982,17.57838,17.22285,M0
19.74855,18.60182,18.29348,18.15789,18.16312,F5
17.89497,16.96726,16.73125,16.6375,16.624,A0
21.30487,20.28343,19.98473,19.8564,19.72971,F5
21.03758,19.81684,19.73936,19.60849,19.65517,F5
20.72598,19.76793,19.42488,19.26786,19.25425,F5
21.19021,20.2184,19.82314,19.69438,19.55119,F5
20.82276,19.7639,19.43798,19.8129,19.17338,F5
20.12594,19.78252,19.82575,19.90829,20.08825,WD
21.16937,19.99594,19.66376,19.49998,19.4175,F5
21.20563,20.14294,19.81094,19.67809,19.68818,F5
21.40073,20.30914,19.9916,19.79739,19.89051,F5
19.92738,18.57994,18.02601,17.82201,17.73731,F9
20.76216,19.80859,19.50053,19.39685,19.42666,F5
21.39635,20.3648,20.01758,19.88943,19.85803,F5
21.16745,20.20811,19.82833,19.66816,19.70545,F5
20.99701,20.02681,19.6876,19.52861,19.49185,A0
21.00265,19.99806,19.73296,19.63853,19.64021,F5
20.79718,19.68197,19.39413,19.25903,19.2159,F5
21.29243,20.13534,19.82446,19.76913,19.77406,F5
20.42297,19.51934,19.22628,18.93271,19.05126,A0
22.28082,19.71843,18.23541,16.8635,16.12871,M4
18.41508,17.22574,17.26147,17.32877,17.39884,A0
19.43177,18.43218,18.02333,17.84438,17.82401,F2
16.7666,15.55433,15.6025,15.65358,15.71851,A0
19.24443,18.1777,18.07476,18.05798,18.11786,A0
18.97721,17.98677,17.68229,17.57487,17.51247,F5
20.54291,18.55168,17.72881,17.4359,17.21777,K3
22.17693,19.79836,18.56031,17.99925,17.66586,K7
19.69873,18.61773,18.68384,18.74531,18.70555,A0
17.2982,16.2268,15.80751,15.67108,15.6094,G0
18.925,17.9004,17.58048,17.44871,17.39876,F5
24.85353,22.55252,20.81868,18.01077,16.27001,M9
19.1782,17.45366,16.77082,16.53673,16.39675,K1
23.30193,22.33182,20.67326,18.7593,17.67821,M6
20.84909,18.53277,17.48142,17.10998,16.92224,K5
24.96453,22.92603,21.40965,19.45494,18.37434,M6
22.25258,19.58718,18.15192,17.05685,16.49163,M2
23.74552,22.71367,21.11365,18.46088,17.04162,M7
16.60621,15.5123,15.39076,15.39857,15.44432,A0
25.59837,22.69313,21.54652,19.47952,18.39204,M6
19.72071,18.53742,18.06311,17.828,17.70987,F5
18.80541,17.79765,17.47572,17.35334,17.34102,F5
17.4726,16.19008,16.23787,16.30895,16.35382,A0
19.92793,19.62606,19.90736,20.15897,20.21642,WD
20.64877,20.27922,20.31935,20.55034,20.90689,WD
22.16907,19.33476,17.82582,16.47347,15.74163,M3
22.40863,19.4693,18.0171,17.15496,16.69627,M1
22.36228,19.73341,18.25257,17.04254,16.38181,M3
19.30259,18.35109,18.15529,18.0822,18.10562,A0
22.01061,19.29078,18.2303,17.78183,17.52796,K5
22.30156,19.53438,18.06775,16.79962,16.13819,M3
18.9509,18.72123,19.01488,19.28876,19.83932,WD
21.75386,19.17543,17.95236,17.42888,17.13613,K7
22.67097,19.79813,18.44785,17.16625,16.45182,M3
19.89625,18.59322,18.1179,17.89796,17.81551,G2
22.65825,19.54374,18.1035,17.29268,16.84817,M1
20.01878,18.58393,17.99135,17.78607,17.74498,F9
22.48674,19.75827,18.29216,17.62201,17.23509,M0
19.75213,18.62516,18.44914,18.40266,18.47097,A0
20.90045,18.6689,17.69552,17.31789,17.12901,K5
18.96136,18.01484,17.8602,17.81818,17.86998,A0
19.42198,18.55116,18.33334,18.26031,18.255,A0
22.15304,19.61074,18.26782,17.27043,16.71634,M2
22.08041,19.57112,18.25968,17.6268,17.26313,M0
20.83579,18.66259,17.79236,17.51855,17.35401,K3
21.83967,19.54095,18.35574,17.91831,17.65907,K5
21.12458,19.06366,18.0839,17.68405,17.44526,K5
20.48061,18.74034,18.02568,17.76225,17.62145,K3
21.00902,19.8564,19.88458,19.86722,19.80249,A0
22.73973,20.01757,18.56342,17.72905,17.25402,M1
21.87516,19.28963,17.85081,16.76365,16.17712,M2
21.77237,19.45293,18.34593,17.8971,17.68867,K5
22.20115,19.77363,18.32841,17.4771,16.99778,M1
22.21227,19.33413,18.11859,17.62947,17.34211,K7
22.37755,19.76745,18.55635,18.05248,17.78523,K7
22.23932,19.3387,18.05226,17.49965,17.17806,K7
20.24931,18.6437,18.0104,17.75948,17.63295,K1
22.01927,19.50483,18.53782,18.21339,17.97176,K5
20.50538,18.71656,18.03865,17.74938,17.61176,K3
20.81236,18.87749,18.05325,17.77608,17.58111,K3
21.40869,18.90487,17.76327,17.38529,17.12429,K5
20.86609,18.87943,18.123,17.85749,17.71808,K3
21.81206,19.24352,17.87534,17.09575,16.66489,M1
17.43993,16.48934,16.14969,16.01929,15.98814,F5
20.33794,19.27037,19.07973,18.9784,19.00648,A0
23.97764,20.91082,19.31086,18.06964,17.41316,M3
20.57923,19.4933,19.30879,19.26035,19.21855,A0
24.05541,20.96632,19.34342,18.24195,17.64762,M2
17.11124,16.1851,15.9281,15.84408,15.83704,F5
18.99616,17.96577,17.84317,17.82665,17.85048,A0
23.51348,24.29129,22.37444,19.70641,18.22578,M7
16.09062,14.96801,15.24171,15.43522,15.56985,A0
23.81489,22.22628,20.81616,20.05066,19.57807,M1
18.9774,17.89468,17.52629,17.38422,17.29531,F5
18.74941,17.5868,17.16628,16.99931,16.95872,F9
20.52419,19.48093,19.38062,19.37202,19.45833,A0
22.75234,20.31552,18.65013,17.4163,16.73282,M2
19.11457,18.00605,17.66434,17.54093,17.49583,F5
18.92998,17.77405,17.68024,17.70391,17.74557,A0
18.37695,17.1511,16.72061,16.56087,16.48575,F9
20.46253,19.31908,19.06468,18.9293,18.9049,F5
18.15683,17.85147,18.21466,18.43398,18.71192,WD
20.74057,18.57281,17.60325,17.24824,16.98715,K5
19.01728,17.84403,17.71035,17.6795,17.67602,A0
17.06183,15.9375,15.60758,15.50257,15.47839,F2
17.27657,16.68479,16.47803,16.4289,16.41754,CV
23.78807,22.95362,21.20375,19.19233,18.01641,M6
24.62621,23.03827,21.37656,19.34358,18.22256,M5
17.93732,17.02748,16.70486,16.61516,16.5874,F5
20.51781,18.63603,17.89297,17.60793,17.46872,K3
20.67021,18.5866,17.70086,17.38583,17.22719,K3
19.24516,18.23795,17.94158,17.82451,17.77425,F5
18.79762,17.63863,17.19905,17.0522,16.98407,G2
20.14658,18.91115,18.42017,18.22268,18.19052,F9
24.98058,22.53276,21.32597,19.10428,17.97588,M6
20.89392,18.70679,17.79427,17.45066,17.28538,K5
22.55514,20.47447,19.39672,19.23665,18.66177,K5
17.84827,17.2296,16.44976,16.31202,16.2421,F5
21.52259,20.43643,20.0934,19.93505,19.94071,F5
21.33784,20.2873,19.86239,19.72663,19.59326,F5
20.89552,19.85261,19.56852,19.44209,19.42027,F5
21.13154,20.04835,19.76943,19.60581,19.51319,A0
21.2189,20.02789,19.75421,19.71238,19.63761,F5
20.96609,19.84668,19.59694,19.46185,19.4652,F5
25.66451,22.91457,20.67623,19.94443,19.44459,M1
21.72039,19.21439,17.91239,17.70989,16.96608,K7
18.46079,17.24715,16.80676,16.67199,16.60584,G2
26.08525,24.14437,21.17654,20.29975,19.95487,M2
25.06411,20.63468,19.81122,19.52228,19.32853,K3
25.76613,23.22284,21.1897,19.1364,17.94935,M6
17.83747,16.78674,16.44305,16.30006,16.27628,F5
18.34391,17.25452,16.79198,16.59522,16.51793,F2
21.45355,20.36543,20.02881,19.9204,19.88337,F5
20.66402,19.6885,19.33977,19.15772,19.12651,F5
21.05415,20.07865,19.77426,19.65356,19.52673,F5
20.71725,19.69764,19.41866,19.32043,19.28844,A0
21.22091,20.15873,19.98508,19.91079,19.75341,A0
19.90325,19.70295,19.87013,19.4521,18.83941,WD
21.27055,20.21636,19.91088,19.75027,19.84174,A0
21.39199,20.12678,19.82511,19.7134,19.70695,F2
19.61589,18.45125,18.43523,18.49345,18.60124,A0
25.65811,24.09495,21.53093,20.05002,19.4636,M3
21.55779,19.08964,18.03716,17.6382,17.42883,K5
18.97367,17.90182,17.4321,17.26196,17.2029,F2
23.09289,21.63062,19.88313,18.72691,18.10246,M3
16.59929,15.49331,15.33848,15.30015,15.34379,F5
18.88037,17.97981,17.58997,17.44005,17.36208,F5
16.69357,15.76293,15.42362,15.28779,15.26533,F5
18.4159,17.32572,16.98651,16.86875,16.82525,F2
19.70325,19.44146,19.8111,20.07255,20.30817,WD
24.18258,22.58848,20.72084,18.61419,17.47824,M6
19.39729,18.24345,17.82945,17.65902,17.60239,G2
23.43266,20.23427,18.98079,18.41689,18.13505,K7
25.16435,23.00424,21.47056,19.4686,18.36384,M6
19.17981,18.19373,17.84691,17.73143,17.69935,F5
23.30772,20.3226,18.99077,18.32671,17.91758,M0
19.72856,18.49222,18.03547,17.85108,17.77742,F9
19.44109,18.21825,18.38274,18.51598,18.63372,A0
24.27182,21.34355,20.00574,19.48887,19.04302,K7
26.55583,21.50023,20.15314,19.39777,18.94303,M1
22.49962,19.54698,18.26674,17.74921,17.49162,K7
24.33927,21.44696,19.69496,18.31775,17.53323,M4
19.66768,18.47251,18.41388,18.41987,18.50443,A0
25.4278,21.23919,19.79605,18.52419,17.8332,M4
19.31221,18.06426,18.11353,18.17151,18.21151,A0
20.90465,19.8986,19.83511,19.8727,19.75814,A0
21.80901,19.38704,18.29813,17.9079,17.69986,K5
23.13954,21.18843,19.70902,18.97399,19.60553,M0
18.56052,17.61121,17.33628,17.20627,17.16837,F5
18.731,17.68046,17.30236,17.15677,17.11786,F2
23.13669,21.44152,20.02979,18.71503,18.08867,M3
19.06694,18.01375,17.64017,17.49775,17.43914,F2
17.9909,16.74447,16.32674,16.20021,16.14863,F9
20.6626,20.32515,20.46521,20.60341,20.6704,WD
20.54186,19.2142,19.16736,19.22644,19.28786,A0
17.5584,16.3798,15.96963,15.84642,15.81634,G2
19.46251,18.42225,17.97323,17.7754,17.73347,G2
17.95441,16.94808,16.60519,16.47547,16.4439,F5
23.29318,23.15146,21.44546,19.38676,18.29594,M6
19.84917,18.86954,18.70676,18.67881,18.85111,A0
19.31155,18.16661,18.20205,18.27164,18.35995,A0
16.65676,15.74448,15.43633,15.32072,15.30173,F5
17.88,16.55545,16.08239,15.95719,15.92397,F9
21.38309,19.19498,18.29633,18.01947,17.85497,K3
21.77812,19.66672,18.62001,18.21649,18.01587,K5
20.45736,19.35615,19.08206,18.99827,18.96852,A0
22.69425,20.17053,18.53548,17.06004,16.27679,M3
18.62797,17.48006,17.2412,17.21241,17.24077,F5
24.17787,20.34397,19.42792,19.09383,18.90051,K5
24.24002,22.69229,20.86487,18.96504,17.81834,M6
20.73258,18.65992,17.81049,17.54753,17.41402,K3
25.21326,21.28681,19.73701,17.68495,16.60374,M6
17.7247,16.59334,16.22578,16.2293,16.06441,G0
20.02638,20.16563,20.65672,20.90002,21.19859,A0p
20.66034,20.44924,20.65168,21.01643,22.3577,WD
20.71553,18.2413,16.89037,16.33483,16.36658,K7
18.30388,17.29547,16.96517,16.83492,16.782,F5
17.8529,16.91409,16.64442,16.53032,16.53092,F5
20.14424,18.98582,18.71343,18.59117,18.59579,A0
25.51089,20.74857,19.27967,18.37375,17.81891,M2
26.00451,22.62493,20.97712,19.11472,18.03689,M5
24.38224,22.91817,21.18492,19.37092,18.29512,M6
16.22509,15.20862,15.07848,15.06881,15.11267,A0
23.34931,21.23503,20.46321,20.12756,20.04884,G5
23.04524,20.37233,19.21088,18.7082,18.38488,K7
17.74386,16.79262,16.46093,16.29308,16.26375,F5
23.28867,22.83072,21.21318,20.05563,19.398,M2
24.79013,22.59223,21.1723,19.16972,18.16778,M6
18.34224,17.04277,16.54705,16.5405,16.3073,F9
26.55501,22.60271,21.16109,19.08909,17.96106,M6
