#Table1
u,g,r,i,z,subClass
20.3365,19.07644,18.89763,18.81419,18.82821,F5
26.27099,25.19463,22.96048,20.36509,18.56322,M9
18.62308,17.3915,17.57241,17.64577,17.71435,A0
19.39668,18.41821,18.25352,18.19519,18.23058,A0
19.01376,18.00843,17.83536,17.78349,17.77889,A0
19.96552,19.85559,20.26394,20.53186,20.61087,WD
18.60156,17.57756,17.40558,17.3432,17.34889,A0
20.51734,19.09498,18.78922,18.26501,17.86095,M2
20.50735,19.56705,19.30493,19.24337,19.17773,A0
18.6751,17.52846,17.03325,16.82159,16.70392,F5
22.42843,20.02811,18.33848,16.35474,15.3102,M5
18.01857,18.04842,18.38759,18.67382,18.88088,WD
16.60783,16.68173,17.20456,17.56198,17.75893,A0p
24.65003,22.40796,20.85214,19.02145,17.95657,M5
16.71262,15.47072,15.47134,15.50465,15.51166,A0
25.07521,22.2913,20.80132,18.86766,17.82115,M5
18.47968,17.41481,17.02158,16.9223,16.87113,F2
22.74928,20.75037,19.12102,17.75062,16.95343,M3
22.71393,21.46459,20.73847,20.53621,20.30157,F9
18.73669,17.81983,17.53059,17.43654,17.43295,A0
19.98574,18.62081,17.54545,17.02457,16.71264,K7
19.34835,18.45098,18.0777,17.92692,17.84425,F5
25.68848,21.88262,20.73952,20.13375,20.16843,K7
16.24192,15.04865,15.22553,15.38584,15.45596,A0
24.50622,22.81171,21.34886,19.32717,18.2268,M5
20.02816,18.78281,18.43052,18.30497,18.27567,A0
18.56611,17.269,16.64553,16.37108,16.19974,F9
18.10443,16.90255,16.74719,16.70753,16.71186,A0
21.21027,19.92786,19.95547,20.01704,20.11004,WD
19.29936,18.1778,17.72066,17.54191,17.47419,G0
25.17268,22.27351,20.68254,19.74253,19.59699,T2
24.65917,20.97043,19.19897,18.68158,18.41435,Carbon_lines
19.60057,18.43097,18.13131,18.02385,17.93494,A0
19.07087,17.82839,17.31363,17.1122,17.02267,F9
19.47069,17.70294,16.94111,16.62565,16.65093,K1
25.53182,22.3603,20.89135,19.45732,18.67188,M4
18.5905,17.65721,17.35924,17.25121,17.20916,A0
18.34217,17.25572,17.17683,17.17297,17.17624,A0
17.8909,16.50734,16.00299,15.91723,15.79473,G2
19.43032,18.16747,17.62966,17.37737,17.27542,G0
19.64282,18.26412,17.77364,17.59379,17.51846,F9
23.48182,22.6088,20.89584,18.89598,17.72698,M6
18.2142,16.95378,16.42858,16.36693,16.0246,F9
25.00066,21.59329,20.64133,20.27832,20.01117,K5
17.60457,16.6598,16.38609,16.28429,16.25405,F5
19.1405,18.04605,17.60532,17.40801,17.29438,F5
18.71986,17.60298,17.19252,17.00295,16.93995,G2
20.89186,19.62257,19.3008,19.22442,19.19081,F5
24.81627,22.59287,21.41027,20.01893,19.26612,M4
24.88779,21.69324,20.70341,20.4074,20.24422,K3
24.94734,23.15141,21.41724,19.77438,18.89196,M5
19.44181,18.51228,18.08559,17.9051,17.83608,F5
21.8758,19.18677,17.95277,17.48448,16.88263,M0
24.50944,21.68634,20.16391,19.0478,18.35911,M2
20.7217,18.721,17.89823,17.6149,17.46574,K3
20.59102,19.36924,19.01329,18.86612,18.80438,F5
18.81994,17.84318,17.95698,18.08467,18.16925,A0p
17.88793,16.96284,16.74679,16.67065,16.6551,A0
24.99611,22.46797,20.92521,18.65939,17.38111,M7
24.32408,22.20222,20.93099,20.17919,19.73473,M0
24.34891,23.1497,21.38405,19.39407,18.30673,M5
19.27479,18.19073,17.85878,17.75308,17.65804,F5
21.85761,19.96707,19.07903,18.79565,18.60449,K3
23.7708,21.07585,19.65079,18.87963,18.5059,M0
20.59661,19.54574,19.20293,19.11989,18.93859,F5
24.00887,21.60423,20.24536,19.48293,18.95671,M1
17.7824,16.86499,16.61324,16.53829,16.5234,A0
25.49835,21.50802,20.06238,19.41482,18.94581,M0
18.35733,17.16712,17.07207,17.0428,17.04027,A0
23.78028,21.45614,20.44985,20.08734,20.21248,K5
26.6554,23.3633,21.37442,20.02744,19.41134,M4
23.45934,21.40286,20.51394,20.23972,20.45718,K3
18.55616,17.44648,17.35256,17.3752,17.40009,A0
21.49659,18.74663,17.47796,16.97785,16.69386,K5
24.05503,21.09175,19.07037,18.53952,18.28072,Carbon_lines
24.63971,21.78435,20.18056,19.4892,19.11726,M0
17.54912,14.825,13.48587,13.54966,12.56072,M0
23.42305,20.43905,19.76468,19.52899,19.4025,K1
24.76751,22.97038,21.45,19.30507,18.2281,M6
14.47872,13.58054,12.8943,12.66374,12.70581,F5
23.98488,21.67294,19.99279,17.80894,16.59972,M6
19.37949,18.13798,17.66816,17.38092,17.45598,F9
17.35525,16.26744,15.94896,15.83958,15.80464,F5
18.81514,17.55658,17.08483,16.8507,16.84385,F9
22.016,19.5355,18.03382,17.07949,16.64278,M1
20.1408,19.08093,18.76436,18.64755,18.69011,F5
23.60831,21.43291,20.03607,18.91504,19.44978,M3
25.21307,21.01855,20.201,19.95788,19.49452,K3
16.83692,15.85026,15.52266,15.39134,15.36106,F5
23.64981,20.59463,19.17897,18.38682,18.23549,M1
25.33035,21.53182,20.49272,20.17735,19.72373,G5
19.90912,16.97309,15.69832,15.02681,14.67041,K7
19.06119,17.74336,17.14589,16.9396,16.85175,F9
19.61585,18.646,18.53053,18.48413,18.57807,A0
19.36174,18.00863,18.03834,18.10843,18.19102,A0
25.58019,21.35309,20.26211,19.92088,19.6803,K5
23.17974,20.34583,18.69017,17.08449,16.44037,M3
19.64242,16.99516,15.64122,15.0279,14.68431,K7
19.32798,18.09196,17.60011,17.42215,17.37903,F9
16.87541,15.87708,15.52368,15.37575,15.35344,F5
24.86644,21.21884,20.49038,20.14805,20.14644,K3
20.66923,19.53997,19.19827,19.09119,19.0479,F5
25.10421,21.05779,20.02631,19.7247,19.4428,K5
23.65662,20.44027,19.53513,19.27275,18.96506,K3
19.47395,16.96964,15.74423,15.23126,15.10229,K5
18.2108,18.12191,18.46449,18.83301,19.06408,WD
17.81326,16.81921,16.5398,16.42979,16.40341,F5
22.98834,21.69421,19.89975,17.86998,16.72609,M6
18.85755,17.74237,17.23675,17.01159,16.91427,G2
24.6443,21.92306,20.78993,20.44359,20.47581,K7
17.21511,16.1969,15.8558,15.71315,15.69007,F5
21.66454,19.10152,17.81541,17.33666,17.0021,K7
23.04065,20.8182,19.17711,18.01776,17.37031,M2
18.26254,17.8497,18.06856,18.26496,18.59909,WD
25.24134,20.84394,19.29666,17.42077,16.38212,M5
21.4715,20.40789,19.38958,18.78264,18.39856,M0
23.29567,22.93378,21.17555,19.11953,18.01182,M5
20.87863,20.31438,20.27775,20.33865,20.48952,WD
20.73718,19.63717,19.40065,19.25159,19.21033,A0
17.11925,16.23494,15.99242,15.89162,15.8495,A0
20.65116,20.44468,20.36589,20.42214,20.92734,CV
20.50015,20.21264,20.55463,20.72956,21.77226,WD
25.4558,22.00622,20.64839,19.33093,18.71441,M3
20.63907,18.05378,16.68401,15.99663,15.58324,M0
21.91611,20.74727,20.17588,20.01276,19.62,F9
24.17039,19.77817,18.37683,17.81009,17.61713,K5
18.05135,16.86206,16.41998,16.23414,16.19567,G2
19.81461,18.59404,18.03799,17.80699,17.67426,G0
20.9484,19.70293,19.75826,19.73376,19.86557,WD
18.56376,17.27825,16.82728,16.66918,16.59818,F9
25.10732,22.84721,21.37657,20.39003,19.93048,M1
23.99904,20.92212,20.29263,20.13115,20.01281,L5.5
20.185,19.77085,19.73981,19.85272,19.99643,WD
19.7906,19.50737,19.78432,20.05908,20.51407,WD
19.59534,18.33888,17.83259,17.64017,17.54989,F9
23.17302,21.30435,19.82937,19.05692,18.63292,M1
24.17411,22.36899,20.95644,20.06511,19.64759,M2
23.04306,22.59587,21.39869,19.94059,19.17121,M4
23.9859,20.2522,19.29158,18.95363,18.6657,K5
19.68065,19.78216,20.08455,20.28742,20.38654,OB
23.1943,21.94656,20.42241,18.9797,18.18338,M3
20.77467,19.71846,19.42457,19.34016,19.37247,F5
24.91549,22.06214,20.73077,19.84202,20.03344,M2
19.51055,18.50508,18.14768,18.00939,18.02698,F5
21.06638,19.33855,18.56214,18.2648,18.05965,K3
25.87374,21.51401,20.45756,20.10248,19.67672,K5
24.89939,20.82544,20.12939,19.79926,19.64577,K1
20.39285,19.13258,19.09397,19.09823,19.20975,A0
25.05892,23.05755,21.43084,20.28514,19.50543,M4
24.80772,21.79541,20.44875,19.48556,19.09659,M3
17.44726,16.45276,16.09612,15.95402,15.90936,F5
17.66358,16.39391,16.53992,16.65924,16.71894,A0
20.53947,19.31977,19.53382,19.68958,19.9262,WD
17.8259,16.30198,15.7028,15.47181,15.38621,F9
20.31418,19.05504,19.16411,19.29021,19.29879,A0
20.45594,20.14351,20.12167,20.1826,20.3678,M9
22.54681,20.05879,18.69696,17.61987,17.01137,M3
21.6339,19.22367,17.96029,17.55874,17.25657,K5
19.2864,19.0878,17.68508,15.9802,15.05134,M5
18.30245,15.7017,14.50335,14.04222,13.7982,K7
19.17509,18.25368,18.00251,17.90967,17.88592,F5
18.1162,17.16998,16.86801,16.76185,16.74029,F5
17.42706,16.25739,16.00717,15.93502,15.92159,A0
20.30524,18.95905,19.10365,19.22307,19.33541,A0
18.94258,17.84415,18.05196,18.20396,18.38417,A0
22.62532,19.91347,18.3194,17.81705,17.37763,M0
18.57834,17.00144,15.89578,16.19933,15.90451,K1
19.14338,17.95912,17.88253,17.88342,17.92044,A0
21.68326,19.38262,17.98425,17.3667,16.98997,K7
19.30725,18.79379,18.89273,19.03162,19.03551,WD
19.54296,18.43226,18.06495,17.91868,17.92344,G0
16.80958,15.84548,15.54918,15.4399,15.42151,F5
18.42947,17.29037,16.89112,16.74382,16.71243,G2
17.48239,16.74112,16.70623,16.74304,16.80444,A0
17.95376,16.98026,16.65744,16.54476,16.49896,F5
22.88008,20.35921,18.87346,16.87315,15.71668,M6
19.38058,18.24909,17.84922,17.70383,17.65455,G0
24.12481,22.13044,20.56625,18.65619,17.61012,M6
19.33286,18.22997,17.75813,17.56891,17.48694,F2
19.21994,18.05809,17.63422,17.50782,17.45312,G2
19.22202,18.03644,17.99954,18.0386,18.09193,A0
25.92764,23.36061,21.55836,19.36482,18.18083,M7
20.32738,19.88586,19.91924,20.16193,20.07438,WD
19.67056,18.51602,18.09589,17.95244,17.9344,G2
16.70775,15.74966,15.45018,15.34133,15.33666,F5
18.19046,17.11017,16.72673,16.57934,16.54092,G0
19.59563,19.18865,19.1699,19.21605,19.47508,WD
24.61177,23.27889,21.64524,19.17353,17.91109,M7
22.31315,19.97753,19.13913,18.79008,18.61306,K3
23.43116,21.30538,20.51451,20.21061,20.40274,K5
25.32143,23.04646,21.79624,20.22279,19.3273,M4
19.32428,18.18988,17.77287,17.60944,17.55192,G2
17.62526,16.41557,16.37135,16.37148,16.40865,A0
19.14676,18.10178,17.73834,17.57766,17.5359,F2
19.33505,18.25158,18.20911,18.21226,18.27805,A0
23.92738,20.68126,19.22921,18.64247,18.90847,K7
23.1604,21.22068,19.77779,18.71156,18.8973,M2
17.59095,16.6295,16.36236,16.25357,16.27145,F5
19.57247,18.37395,17.89125,17.73767,17.62926,F9
22.42443,20.46704,19.12215,18.51436,18.13407,K7
17.48124,16.37501,15.99969,15.86279,15.80955,F5
21.13235,18.49486,17.20728,16.66124,16.30044,K7
20.17662,19.07771,18.93571,18.87833,18.80984,A0
17.56835,16.5251,16.31972,16.25974,16.25105,F5
18.90018,17.75432,17.32603,17.16776,17.07379,F5
17.89702,16.88423,16.63092,16.55843,16.54659,A0
19.07534,18.09572,17.70908,17.55906,17.49908,F5
18.97584,18.00307,17.6682,17.51378,17.46934,F5
17.18925,15.98545,15.53578,15.36095,15.28022,G2
20.2247,18.93837,18.74454,18.73049,18.72847,A0
19.97817,19.88066,20.21217,20.42117,20.54344,WD
19.71611,18.60229,18.17072,17.99231,17.94616,F2
18.83499,17.67422,17.21462,17.0269,16.96924,G2
19.30804,18.8975,19.12333,19.37422,19.47773,WD
20.21635,19.00464,18.91041,18.89328,18.89704,A0
20.79597,19.43257,18.7913,18.64495,18.5339,F9
18.60247,16.46064,15.67983,15.42744,15.27586,K1
20.34051,18.55949,17.7715,17.42129,17.26987,F9
17.78565,17.41639,17.49063,17.58314,17.72194,WD
18.73682,17.65075,17.23958,17.07875,17.03255,F2
19.68695,19.67472,20.02325,20.32162,20.62666,WD
18.28189,17.31239,16.92149,16.75763,16.70311,F5
19.09841,18.21454,18.03353,17.97492,17.97292,A0
17.29954,16.29471,15.99032,15.84349,15.79053,F5
19.85343,18.83793,18.64511,18.58679,18.59007,A0
19.95944,18.72551,18.62693,18.61876,18.60846,A0
20.51024,19.55868,19.30402,19.26449,19.23828,A0
18.71831,17.83019,17.57148,17.45977,17.44662,A0
18.55189,18.0945,18.0246,18.03211,18.1503,CV
20.0667,18.72749,18.07401,17.76576,17.67318,F2
19.3652,18.1399,17.65534,17.4715,17.37664,F9
20.4346,19.14695,19.30269,19.3702,19.57644,A0
18.80672,17.60683,17.15862,16.99235,16.96449,F9
18.00592,17.03171,16.71845,16.61997,16.56663,F5
19.33086,18.91754,18.84234,18.78765,18.89899,CV
17.52506,16.40384,16.58412,16.72502,16.82837,A0
19.30549,18.14503,17.95158,17.93145,17.95916,A0
20.13278,18.96048,18.87197,18.88203,19.04239,A0
20.5066,19.45504,19.39286,19.45405,19.4183,A0
20.2041,19.02027,19.15472,19.24309,19.3266,A0
23.19166,21.61313,19.9745,18.03832,16.92944,M6
17.38066,16.5187,16.28218,16.17812,16.16645,A0
19.44402,19.01051,19.07575,19.14912,19.24386,WD
17.82331,16.61876,16.59838,16.60679,16.6315,A0
25.0248,22.79965,21.28759,19.74607,18.92744,M4
16.72216,15.59307,15.57807,15.57061,15.64014,A0
16.64742,15.73466,15.45625,15.31667,15.28162,F5
22.41077,20.97718,19.85667,19.36862,19.19382,K5
17.89639,15.24437,13.94102,14.43267,13.0182,K7
22.70861,19.23513,17.60788,16.12127,15.31014,M4
21.71333,19.68693,18.67574,18.23968,18.02882,K5
17.16333,16.16627,15.76163,15.59623,15.54114,F5
25.42822,23.00055,21.51014,19.39567,18.33058,M5
21.00045,20.49256,20.42705,20.42224,20.42399,B6
23.51941,21.77131,20.23132,18.3919,17.32136,M6
25.13247,21.59173,20.66423,20.36684,20.27048,Carbon
23.23252,20.3031,19.0527,18.59727,18.25546,K7
19.35145,18.12385,18.07881,18.0816,18.12495,A0
18.27757,17.11443,16.70599,16.57374,16.5323,G0
22.12728,19.60366,18.12792,17.42155,17.00927,K7
18.32636,18.30245,18.64292,18.96547,19.38005,WD
22.36484,19.98268,18.9258,18.07955,17.68788,M1
17.69299,16.46461,16.34915,16.36364,16.42924,A0
19.02747,17.83204,17.60946,17.5548,17.54848,A0
16.29554,15.3114,15.05834,15.15767,14.97046,F5
18.72437,17.55408,17.14989,16.99065,16.94118,G0
17.83692,16.76265,16.39507,16.23769,16.22375,F2
19.90699,18.91116,18.60622,18.471,18.51505,F5
18.03722,16.97049,16.58312,16.43174,16.39196,F2
18.94235,17.23488,16.57951,16.34835,16.24072,K1
17.62703,16.39506,15.99349,15.83187,15.80677,G2
18.46745,17.33392,16.95778,16.80584,16.7818,F2
18.22444,17.10574,16.7128,16.56176,16.53656,G0
18.78895,17.7118,17.3421,17.19956,17.16938,F2
17.53773,16.31808,15.90156,15.75625,15.71009,G2
18.43309,17.24603,16.9493,16.83815,16.81264,F5
20.90675,18.8465,18.03833,17.74304,17.57833,K3
19.37452,18.52777,18.25393,18.16487,18.18423,A0
19.97773,18.29878,17.63638,17.39257,17.26215,K1
19.85221,18.92266,18.69917,18.6194,18.59542,A0
19.85944,18.99721,18.72998,18.62692,18.62094,A0
21.0005,19.09517,18.36019,18.11645,18.03169,K1
17.60185,16.44489,16.0355,15.89363,15.83241,F2
19.94736,18.8437,18.61631,18.54066,18.58321,A0
18.37732,17.29697,17.16619,17.17923,17.18468,A0
17.62297,16.30747,15.8652,15.72162,15.65517,F9
19.76379,18.56014,18.03754,17.80105,17.68767,F9
18.2357,16.84224,16.38036,16.23916,16.20122,F9
20.46455,19.43768,18.93204,18.71583,18.58739,G2
19.22707,17.95674,17.49384,17.32508,17.27139,F9
20.70988,19.37441,18.79325,18.51602,18.38759,F9
18.54172,17.17279,16.67516,16.52008,16.44839,F9
17.35174,16.09595,15.65714,15.52491,15.39734,G2
19.16195,17.71142,17.13884,16.93934,16.85175,F9
20.78401,19.49488,18.89045,18.70279,18.61413,F9
18.68732,17.32541,16.82029,16.64288,16.59824,F9
18.63482,16.76906,16.05313,15.79702,15.68214,K3
18.63593,17.05466,16.4762,16.31069,16.23623,F9
20.87632,19.01354,18.21935,17.967,17.83176,K3
20.66143,19.41483,18.8669,18.65076,18.55681,G0
19.80134,17.9216,17.15961,16.88014,16.72218,K3
18.13181,16.2566,15.53037,15.28418,15.16174,K3
19.88714,18.58093,18.05896,17.84473,17.7588,G0
18.89454,17.8078,17.64339,17.61766,17.63338,A0
25.95048,22.89075,21.36715,20.37921,19.70138,M1
19.26475,18.82206,19.04992,19.28696,19.41995,WD
24.65704,22.34639,21.08954,19.10234,18.01327,M5
23.79087,21.89454,20.29358,18.2473,17.01516,M6
19.30089,18.21285,17.77348,17.61416,17.53144,G0
22.74473,19.97182,18.76466,18.07699,17.57886,M0
21.55995,19.16072,18.06345,19.35534,17.24311,K7
18.13237,17.26925,17.01326,16.91143,16.89882,A0
15.70816,14.51326,14.11331,14.83158,13.95674,F5
25.70712,21.55546,20.13341,18.72771,17.99316,M4
19.55071,18.63176,18.28785,18.18718,18.17511,F5
20.65176,19.17771,18.59075,18.3719,18.28985,F9
18.58406,17.32337,16.84938,16.65892,16.57431,F5
20.71176,18.76941,18.00723,17.76579,17.5467,K3
16.64332,15.5651,15.1538,14.99062,14.96867,F2
19.88355,17.99662,17.25533,16.93406,16.7969,F9
20.40714,19.07434,18.46805,18.25025,18.16404,F9
20.52191,18.1814,17.46355,17.14174,17.09885,K3
17.55132,16.36502,15.94661,15.82398,15.79718,G2
19.31511,18.11502,17.69788,17.54331,17.54503,F9
21.87621,20.31468,19.59056,19.3596,19.17998,K1
23.09761,21.23032,19.7536,19.18126,18.77836,M0
24.09848,21.56194,19.98556,17.70898,16.45357,M6
21.51155,19.21126,17.86339,16.81708,16.12543,M3
23.44443,20.50312,19.12488,18.55014,18.20891,K7
24.66268,21.77088,20.14819,19.61241,19.52364,Carbon_lines
24.30849,22.37959,20.922,18.69801,17.54018,M6
17.77008,16.6066,16.16779,16.01387,15.96547,F2
18.2974,17.23912,16.82063,16.66225,16.59054,G0
18.15341,17.09871,16.73118,16.59341,16.54883,F5
24.51489,23.20098,21.25764,18.54093,17.1193,M7
17.23262,16.33833,16.06024,15.96033,15.94344,F5
23.58541,21.06784,19.63344,18.19255,17.42517,M4
18.04259,17.06816,16.72166,16.59669,16.5581,F5
23.23477,21.14438,19.7238,19.05501,18.63672,M0
18.15073,16.2187,15.39421,15.07493,14.97502,K3
19.34758,18.45042,18.0692,17.91122,17.84778,F5
19.58404,18.32591,17.81008,17.60767,17.54466,F9
17.38808,16.51265,16.17487,16.04653,16.01767,F5
17.55977,16.48263,16.45244,16.47397,16.52207,A0
17.91467,16.9999,16.75279,16.66466,16.64375,F5
17.44952,16.58757,16.33352,16.23566,16.22055,F5
19.65667,18.52639,18.39462,18.36887,18.40219,A0
18.43976,17.34865,17.25362,17.25225,17.3026,A0
24.04103,20.64827,19.84566,19.53593,19.32721,K3
20.13595,18.51466,17.85005,17.5771,17.50465,K1
23.24748,21.50366,20.0566,18.1644,17.13831,M5
19.29384,18.11085,17.69418,17.54714,17.54006,G0
19.56486,19.04575,19.03529,19.14277,19.28403,WD
24.56124,22.10384,20.48044,18.59115,17.56558,M5
24.22701,22.95937,21.20262,19.20471,18.15448,M6
19.14797,18.11168,17.75826,17.66303,17.63196,F5
19.63355,19.22605,19.18157,19.23755,19.43425,WD
22.27232,19.82267,18.38375,17.31962,17.25586,M2
19.46808,19.3522,19.6964,19.97957,20.26616,WD
18.93025,17.68476,17.21829,17.04264,16.94826,F9
25.39386,22.80328,21.3273,18.94752,17.68348,M6
17.95646,16.96901,16.62681,16.49263,16.4646,F5
18.10218,16.94862,16.82047,16.79252,16.7935,A0
18.80408,18.27107,18.10268,18.06021,18.12991,CV
20.37202,19.44708,19.25045,19.15581,19.13371,A0
24.54674,22.42589,20.75676,18.93017,17.83713,M5
18.654,17.80024,17.51877,17.3941,18.19459,F9
24.8125,22.24228,20.668,17.92935,16.40671,M7
23.588,22.92817,21.21261,19.21968,18.07076,M6
20.76605,20.20747,20.35775,20.41625,20.77108,WD
20.63349,20.17923,20.10687,20.06196,20.09515,A0
19.61898,18.49081,18.35828,18.35905,18.33476,A0
21.72074,20.51684,20.71557,20.74992,21.04011,A0
21.64522,20.39417,20.41338,20.36962,20.32234,A0
21.93998,20.41709,20.3815,20.53172,20.56454,A0
18.59837,17.43221,17.02761,16.87825,16.8501,G2
18.08575,16.93032,16.91117,16.95442,17.04633,A0
17.32116,16.31587,15.96383,15.82517,15.77154,F5
25.03072,23.47531,21.64084,19.4125,18.00079,M7
23.66523,22.26194,20.6891,18.86065,17.81106,M5
17.74707,16.53971,16.28541,16.19709,16.16298,A0
21.61883,20.42233,20.38277,20.421,20.5986,A0
19.92328,20.20213,20.45008,20.01977,19.6728,M3
22.13292,21.04646,20.42698,20.12937,19.64069,K1
25.39496,21.58272,20.1608,18.25816,17.19258,M6
18.94482,17.69375,17.68022,17.73372,17.799,A0
18.9437,17.82966,17.44393,17.29671,17.25829,F2
23.45861,23.41008,21.259,19.06966,17.84787,M6
18.12598,17.12516,16.81658,16.68789,16.65617,F5
16.4397,15.27713,15.29142,15.37657,15.45364,A0
24.74372,22.65582,21.0357,18.9652,17.90561,M5
23.48433,21.10349,19.52216,17.71198,16.70515,M5
15.59143,14.31955,13.88958,13.75074,13.74463,G2
18.60137,18.29858,18.18927,18.11661,18.15051,T2
18.72949,18.27241,18.20998,18.2457,18.36869,A0
19.46556,19.12054,19.41381,19.63608,19.88076,WD
17.77133,17.39113,17.4221,17.49747,17.68721,WD
25.19119,22.68279,21.41565,19.44172,18.30602,M6
21.21419,18.53529,17.26007,16.69571,16.34649,K7
18.05962,16.95383,16.59658,16.47258,16.37864,F5
19.82295,18.68376,18.64756,18.72188,18.80577,A0
18.94691,17.80436,17.44982,17.32383,17.26793,F5
17.46845,16.50629,16.22462,16.1091,16.08664,F5
18.1781,17.12218,17.0366,17.03867,17.07121,A0
19.19848,17.94861,17.85913,17.85095,17.86563,A0
20.76793,20.46174,20.49198,20.53461,20.5903,WD
16.88852,15.70077,15.5756,15.59188,15.60658,A0
17.90135,16.6798,16.1873,16.02574,15.93432,F9
23.76939,20.84359,19.44855,18.22021,17.62647,M3
21.65405,19.01292,17.59376,16.89381,16.49411,M0
18.46164,17.276,16.86082,16.69525,16.64437,G2
18.65039,17.55869,17.13756,16.97252,16.93597,F2
19.65284,18.47582,18.04803,17.91872,17.79338,G2
22.30082,22.38212,21.59262,20.80143,20.34048,CV
19.28182,18.25196,17.83806,17.66273,17.56149,F5
18.89013,17.49556,16.95804,16.77104,16.6729,F9
22.159,19.19854,17.77933,17.00535,16.59455,M0
19.63267,18.3483,17.81051,17.59534,17.39413,F9
17.75945,16.78201,16.43213,16.29459,16.21986,F5
18.49084,17.20744,16.7204,16.50087,16.38804,G2
19.51893,18.38455,18.31762,18.35181,18.40927,A0
25.24894,22.69949,21.07102,19.02215,17.86949,M7
17.22794,16.26654,15.87944,15.7196,15.66223,F5
19.36657,18.37788,18.02884,17.883,17.86472,F5
21.54467,20.65968,20.26424,20.17833,19.74663,T2
23.25881,20.74314,20.24237,20.1006,19.86952,B9
19.8406,18.78081,18.68112,18.69403,18.70067,A0
19.54398,18.53485,18.37981,18.36561,18.3968,A0
18.68836,17.64929,17.48852,17.47167,17.47244,A0
18.74605,19.00412,19.35112,19.1513,18.92628,WD
23.52732,22.33216,21.22974,20.29861,20.25291,M1
24.3306,22.26502,21.53978,20.23549,19.97092,M2
19.73833,18.54554,18.47995,18.49683,18.55868,A0
24.53442,20.84659,20.01023,19.73755,19.59531,K5
19.03208,17.92422,17.84898,17.8868,17.89835,A0
20.05687,19.01903,18.8047,18.75402,18.72585,A0
23.35785,20.52081,19.309,18.85645,18.52806,K5
19.59906,18.33547,18.39017,18.49881,18.59277,WD
17.63949,16.43561,15.98985,15.82517,15.76827,G2
16.53125,15.39898,15.25484,15.24468,15.28643,A0
18.71556,17.57673,17.38265,17.33843,17.32211,A0
18.77184,17.51899,17.32603,17.24935,17.22758,F5
19.99373,18.92531,18.77166,18.73283,18.78758,A0
20.4921,20.06351,20.21731,20.41219,20.60966,WD
17.57453,16.38595,16.48978,16.61654,16.73915,A0
18.4953,17.37969,16.96634,16.82153,16.78581,G0
21.60238,18.95642,17.52806,16.7566,16.40989,M0
24.56628,22.62274,20.82424,18.25033,16.8056,M7
19.25194,18.2717,18.01712,17.90655,17.8851,A0
22.02985,20.0372,19.03803,18.70194,18.49166,K5
22.38553,20.95257,19.41383,17.22142,16.01249,M6
16.79231,15.50062,14.92929,14.68886,14.54752,F2
25.09262,22.82884,21.28243,19.28896,18.14034,M6
17.34801,16.48561,16.73883,16.88164,17.04689,A0
17.79228,16.7612,16.57353,16.50228,16.53295,A0
20.51455,19.38564,19.23989,19.1419,19.06861,A0
20.325,18.58005,17.86451,18.1092,17.41232,F9
20.64073,19.47751,19.31182,19.2361,19.17593,A0
17.92579,16.69472,16.25422,16.11347,16.03773,F9
16.42802,15.17558,15.30331,15.42485,15.47741,A0
19.13994,18.06832,17.6274,17.43578,17.35187,G2
17.93342,16.84681,16.45739,16.31643,16.28474,F2
23.3127,21.08603,19.67714,18.66722,18.08853,M2
20.00405,18.78604,18.68853,18.70981,18.73407,A0
23.07691,21.4655,20.76896,20.41321,19.83683,Carbon_lines
20.98798,18.27135,17.11221,16.75462,16.43991,K5
19.44689,19.67085,20.09772,20.43311,20.22237,WD
23.66629,22.78289,21.20034,19.04911,17.97892,M6
19.46993,18.48437,18.1837,18.05745,18.03103,F5
19.52027,18.98045,18.83963,18.82693,18.88853,CV
17.68441,16.741,16.4344,16.31447,16.29849,F5
22.52602,19.90991,19.20007,19.02162,19.54314,CV
25.94429,22.96404,21.35928,19.16253,17.766,M7
18.08541,17.09023,16.71118,16.58792,16.5222,F5
19.42922,19.40681,19.8494,20.17946,20.83405,WD
22.76951,19.83155,18.36617,17.44013,16.87962,M2
17.82616,16.83413,16.51455,16.38824,16.36561,F5
20.24669,19.08389,19.07258,19.11477,19.22044,A0
21.43862,20.4266,20.41426,20.31963,20.88152,A0
22.30588,20.10066,19.05033,18.66049,18.45774,K5
16.40313,15.21468,14.70703,14.46086,14.35651,F5
20.31309,19.26421,18.86413,18.70769,18.65808,F5
18.80907,18.43858,18.45689,17.97417,17.37178,WD
17.47778,17.02031,17.31849,17.57949,17.79184,A0p
19.9073,19.5135,19.78887,20.02208,20.14712,WD
20.00651,19.47504,19.33172,19.35725,19.31211,CV
18.37306,17.41458,17.13679,17.02926,17.00756,F5
24.68229,22.91451,21.25817,19.40949,18.36593,M6
17.89376,17.42125,17.32118,17.30523,17.34771,CV
21.00857,19.77103,19.8182,19.84343,19.9416,A0
22.98515,21.88682,20.5217,18.65369,17.6034,M5
22.29089,20.25006,18.65106,16.22864,14.8728,M7
25.95059,22.46448,20.84849,18.76874,17.66165,M5
22.43224,21.10996,20.28538,19.91727,20.05524,K3
24.43215,22.35943,20.60966,20.25984,19.75103,M0
23.13143,20.9958,19.57591,18.84034,18.3999,M1
24.01581,23.33181,21.36843,19.47814,18.43202,M6
16.87002,15.91931,15.69231,15.61087,15.6247,F5
19.82494,18.71997,18.42789,18.32421,18.34867,F5
